虚拟板坯号,第一合同订货厚度,组合板宽度,组合板长度,尾部试材长度,头部试材长度,轧制目标长度,切头尾量,固定板坯长度标记,毛边切边标记,清前坯厚,清前坯宽,清前坯长,基准收得率,命令收得率,轧制收得率,头部切舍量,尾部切舍量,组板方式,加热炉类型,自动人工标记,大板内成品小板总块数,清理前板坯最大长度,清理前板坯最小长度,清理前板坯重量,清理前板坯最大重量,清理前板坯最小重量,进加热炉板坯厚度,进加热炉板坯宽度,进加热炉板坯长度,进加热炉板坯最大长度,进加热炉板坯最小长度,进加热炉板坯重量,进加热炉板坯最大重量,进加热炉板坯最小重量,必要板坯长度,必要板坯重量,固定板坯长度,结晶器厚度,结晶器宽度,板坯清理重量减少率_静态表,板坯清理重量减少率_画面,轧制目标厚度,轧制目标宽度,厚板轧制重量,轧制厚度公差上限,轧制厚度公差下限,轧制方向代码,切缝量,中部试材长度
,roll_thick,roll_width,corect_length,tcrop,hcrop,roll_length,len_crop,,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,,,,d_cut_width_i,
MC8000008704,28,2200,26832,0,0,28052,1220,0,0,247,1800,3958,93.95,93.947,93.947,0,0,A1,T,M,3,3958,3958,13.814,13.814,13.814,247,1800,3958,3958,3958,13.811,13.814,13.814,3958,13.811,0,247,1800,0,0,27.75,2260,13.81,0.8,-0.8,L,0,0
MC8000008703,28,2200,26832,0,0,28052,1220,0,0,247,1800,3958,93.95,93.947,93.947,0,0,A1,T,M,3,3958,3958,13.814,13.814,13.814,247,1800,3958,3958,3958,13.811,13.814,13.814,3958,13.811,0,247,1800,0,0,27.75,2260,13.81,0.8,-0.8,L,0,0
MC8000008702,28,2400,23116,0,0,24216,1100,0,0,247,1800,3719,93.968,93.966,93.966,0,0,A1,T,M,2,3719,3719,12.98,12.98,12.98,247,1800,3719,3719,3719,12.977,12.98,12.98,3719,12.977,0,247,1800,0,0,27.75,2460,12.977,0.8,-0.8,L,0,0
MC8000008701,28,2400,23116,0,0,24216,1100,0,0,247,1800,3719,93.968,93.966,93.966,0,0,A1,T,M,2,3719,3719,12.98,12.98,12.98,247,1800,3719,3719,3719,12.977,12.98,12.98,3719,12.977,0,247,1800,0,0,27.75,2460,12.977,0.8,-0.8,L,0,0
MC8000008700,28,2400,23116,0,0,24216,1100,0,0,247,1800,3719,93.968,93.966,93.966,0,0,A1,T,M,2,3719,3719,12.98,12.98,12.98,247,1800,3719,3719,3719,12.977,12.98,12.98,3719,12.977,0,247,1800,0,0,27.75,2460,12.977,0.8,-0.8,L,0,0
MC8000008699,28,2400,23116,0,0,24216,1100,0,0,247,1800,3719,93.968,93.966,93.966,0,0,A1,T,M,2,3719,3719,12.98,12.98,12.98,247,1800,3719,3719,3719,12.977,12.98,12.98,3719,12.977,0,247,1800,0,0,27.75,2460,12.977,0.8,-0.8,L,0,0
MC8000008695,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008694,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008693,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008692,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008691,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008690,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008689,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008688,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008687,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008686,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008685,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008684,30,2200,23400,0,0,24500,1100,0,0,247,1800,3706,93.756,93.759,93.759,0,0,A1,T,M,2,3706,3706,12.934,12.934,12.934,247,1800,3706,3706,3706,12.931,12.934,12.934,3706,12.931,0,247,1800,0,0,29.75,2260,12.931,0.8,-0.8,L,0,0
MC8000008683,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008682,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008681,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008680,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008679,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008678,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008677,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008676,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008675,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008674,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008673,30,2200,23058,0,0,24158,1100,0,0,247,1800,3654,93.693,93.694,93.694,0,0,A1,T,M,2,3654,3654,12.753,12.753,12.753,247,1800,3654,3654,3654,12.75,12.753,12.753,3654,12.75,0,247,1800,0,0,29.75,2260,12.75,0.8,-0.8,L,0,0
MC8000008672,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008671,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008670,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008669,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008668,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008667,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008666,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008665,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008664,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008663,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008662,35,2200,22040,0,0,23090,1050,0,0,395,2000,2296,93.587,93.586,93.586,0,0,A1,T,M,2,2296,2296,14.239,14.239,14.239,395,2000,2296,2296,2296,14.235,14.239,14.239,2296,14.235,0,395,2000,0,0,34.75,2260,14.235,0.8,-0.8,L,0,0
MC8000008650,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008649,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008648,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008647,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008646,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008645,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008644,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008643,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008642,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008641,30,2500,23220,0,0,24320,1100,0,0,395,2000,2345,94.023,94.023,94.023,0,0,A1,T,M,2,2345,2345,14.543,14.543,14.543,395,2000,2345,2345,2345,14.54,14.543,14.543,2345,14.54,0,395,2000,0,0,29.75,2560,14.54,0.8,-0.8,L,0,0
MC8000008640,35,2500,12000,0,0,12540,540,0,1,247,1800,2510,94.123,94.12,94.12,0,0,A1,T,M,2,2510,2510,8.76,8.76,8.76,247,1800,2510,2510,2510,8.758,8.76,8.76,2510,8.758,0,247,1800,0,0,34.75,2560,8.757,0.8,-0.8,L,0,0
MC8000008639,100,2050,8000,0,0,8350,350,0,1,395,2000,2222,93.458,93.459,93.459,0,0,A1,J,M,2,2222,2222,13.78,13.78,13.78,395,2000,2222,2222,2222,13.775,13.78,13.78,2222,13.775,0,395,2000,0,0,99.6,2110,13.775,1.1,-1.1,L,0,0
MC8000008638,240,2490,4880,0,0,5080,200,0,1,395,2200,3569,94.038,94.04,94.04,0,0,A1,T,M,1,3569,3569,24.346,24.346,24.346,395,2200,3569,3569,3569,24.344,24.346,24.346,3569,24.344,0,395,2200,0,0,239.4,2550,24.344,1.8,-1.8,L,0,0
MC8000008637,65,3000,9000,0,0,9320,320,0,0,395,2000,2346,94.714,94.713,94.713,0,0,A1,T,M,1,2346,2346,14.549,14.549,14.549,395,2000,2346,2346,2346,14.546,14.549,14.549,2346,14.546,0,395,2000,0,0,64.55,3080,14.546,1.3,-1.3,L,0,0
MC8000008636,60,2500,12000,0,0,12540,540,0,1,395,2000,2426,93.921,93.918,93.918,0,0,A1,T,M,2,2426,2426,15.045,15.045,15.045,395,2000,2426,2426,2426,15.045,15.045,15.045,2426,15.045,0,395,2000,0,0,59.7,2560,15.045,0.9,-0.9,L,0,0
MC8000008635,60,2500,12000,0,0,12540,540,0,1,395,2000,2426,93.921,93.918,93.918,0,0,A1,T,M,2,2426,2426,15.045,15.045,15.045,395,2000,2426,2426,2426,15.045,15.045,15.045,2426,15.045,0,395,2000,0,0,59.7,2560,15.045,0.9,-0.9,L,0,0
MC8000008634,45,2500,24000,0,0,25120,1120,0,1,395,2000,3639,93.928,93.929,93.929,0,0,A1,T,M,4,3639,3639,22.567,22.567,22.567,395,2000,3639,3639,3639,22.565,22.567,22.567,3639,22.565,0,395,2000,0,0,44.7,2560,22.565,0.9,-0.9,L,0,0
MC8000008633,45,2500,10200,0,0,10700,500,0,0,247,1800,2754,93.718,93.716,93.716,0,0,A1,T,M,1,2754,2754,9.612,9.612,9.612,247,1800,2754,2754,2754,9.612,9.612,9.612,2754,9.612,0,247,1800,0,0,44.7,2560,9.612,0.9,-0.9,L,0,0
MC8000008632,60,2530,10680,0,0,11180,500,0,0,247,1800,3885,93.862,93.864,93.864,0,0,A1,T,M,1,3885,3885,13.559,13.559,13.559,247,1800,3885,3885,3885,13.559,13.559,13.559,3885,13.559,0,247,1800,0,0,59.65,2590,13.559,1.1,-1.1,L,0,0
MC8000008631,70,2200,10300,0,0,10800,500,0,0,247,1800,3821,93.372,93.371,93.371,0,0,A1,T,M,1,3821,3821,13.336,13.336,13.336,247,1800,3821,3821,3821,13.336,13.336,13.336,3821,13.336,0,247,1800,0,0,69.6,2260,13.336,1.1,-1.1,L,0,0
MC8000008630,70,2200,10300,0,0,10800,500,0,0,247,1800,3821,93.372,93.371,93.371,0,0,A1,T,M,1,3821,3821,13.336,13.336,13.336,247,1800,3821,3821,3821,13.336,13.336,13.336,3821,13.336,0,247,1800,0,0,69.6,2260,13.336,1.1,-1.1,L,0,0
MC8000008629,70,2200,10300,0,0,10800,500,0,0,247,1800,3821,93.372,93.371,93.371,0,0,A1,T,M,1,3821,3821,13.336,13.336,13.336,247,1800,3821,3821,3821,13.336,13.336,13.336,3821,13.336,0,247,1800,0,0,69.6,2260,13.336,1.1,-1.1,L,0,0
MC8000008628,70,2200,10300,0,0,10800,500,0,0,247,1800,3821,93.372,93.371,93.371,0,0,A1,T,M,1,3821,3821,13.336,13.336,13.336,247,1800,3821,3821,3821,13.336,13.336,13.336,3821,13.336,0,247,1800,0,0,69.6,2260,13.336,1.1,-1.1,L,0,0
MC8000008627,75,2200,10300,0,0,10800,500,0,0,395,2000,2305,93.336,93.333,93.333,0,0,A1,T,M,1,2305,2305,14.294,14.294,14.294,395,2000,2305,2305,2305,14.294,14.294,14.294,2305,14.294,0,395,2000,0,0,74.6,2260,14.294,1.1,-1.1,L,0,0
MC8000008626,75,2200,10300,0,0,10800,500,0,0,395,2000,2305,93.336,93.333,93.333,0,0,A1,T,M,1,2305,2305,14.294,14.294,14.294,395,2000,2305,2305,2305,14.294,14.294,14.294,2305,14.294,0,395,2000,0,0,74.6,2260,14.294,1.1,-1.1,L,0,0
MC8000008617,45,2500,22116,0,0,23166,1050,0,0,395,2000,3356,93.856,93.854,93.854,0,0,A1,T,M,2,3356,3356,20.812,20.812,20.812,395,2000,3356,3356,3356,20.81,20.812,20.812,3356,20.81,0,395,2000,0,0,44.7,2560,20.81,0.9,-0.9,L,0,0
MC8000008616,45,2500,22116,0,0,23166,1050,0,0,395,2000,3356,93.856,93.854,93.854,0,0,A1,T,M,2,3356,3356,20.812,20.812,20.812,395,2000,3356,3356,3356,20.81,20.812,20.812,3356,20.81,0,395,2000,0,0,44.7,2560,20.81,0.9,-0.9,L,0,0
MC8000008615,45,2500,22116,0,0,23166,1050,0,0,395,2000,3356,93.856,93.854,93.854,0,0,A1,T,M,2,3356,3356,20.812,20.812,20.812,395,2000,3356,3356,3356,20.81,20.812,20.812,3356,20.81,0,395,2000,0,0,44.7,2560,20.81,0.9,-0.9,L,0,0
MC8000008612,45,2000,22902,0,0,23952,1050,0,0,395,2000,2792,93.454,93.456,93.456,0,0,A1,T,M,2,2792,2792,17.315,17.315,17.315,395,2000,2792,2792,2792,17.313,17.315,17.315,2792,17.313,0,395,2000,0,0,44.7,2060,17.314,0.9,-0.9,L,0,0
MC8000008611,45,2000,22902,0,0,23952,1050,0,0,395,2000,2792,93.454,93.456,93.456,0,0,A1,T,M,2,2792,2792,17.315,17.315,17.315,395,2000,2792,2792,2792,17.313,17.315,17.315,2792,17.313,0,395,2000,0,0,44.7,2060,17.314,0.9,-0.9,L,0,0
MC8000008610,45,2000,22902,0,0,23952,1050,0,0,395,2000,2792,93.454,93.456,93.456,0,0,A1,T,M,2,2792,2792,17.315,17.315,17.315,395,2000,2792,2792,2792,17.313,17.315,17.315,2792,17.313,0,395,2000,0,0,44.7,2060,17.314,0.9,-0.9,L,0,0
MC8000008609,45,2000,22902,0,0,23952,1050,0,0,395,2000,2792,93.454,93.456,93.456,0,0,A1,T,M,2,2792,2792,17.315,17.315,17.315,395,2000,2792,2792,2792,17.313,17.315,17.315,2792,17.313,0,395,2000,0,0,44.7,2060,17.314,0.9,-0.9,L,0,0
MC8000008608,45,2000,22902,0,0,23952,1050,0,0,395,2000,2792,93.454,93.456,93.456,0,0,A1,T,M,2,2792,2792,17.315,17.315,17.315,395,2000,2792,2792,2792,17.313,17.315,17.315,2792,17.313,0,395,2000,0,0,44.7,2060,17.314,0.9,-0.9,L,0,0
MC8000008607,45,2000,22902,0,0,23952,1050,0,0,395,2000,2792,93.454,93.456,93.456,0,0,A1,T,M,2,2792,2792,17.315,17.315,17.315,395,2000,2792,2792,2792,17.313,17.315,17.315,2792,17.313,0,395,2000,0,0,44.7,2060,17.314,0.9,-0.9,L,0,0
MC8000008606,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008605,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008604,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008603,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008602,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008601,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008600,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008599,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008598,45,2200,22084,0,0,23134,1050,0,0,395,2000,2959,93.551,93.552,93.552,0,0,A1,T,M,2,2959,2959,18.35,18.35,18.35,395,2000,2959,2959,2959,18.346,18.35,18.35,2959,18.346,0,395,2000,0,0,44.7,2260,18.346,0.9,-0.9,L,0,0
MC8000008597,50,2000,20612,0,0,21572,960,0,0,395,2000,2796,93.327,93.326,93.326,0,0,A1,T,M,2,2796,2796,17.339,17.339,17.339,395,2000,2796,2796,2796,17.337,17.339,17.339,2796,17.337,0,395,2000,0,0,49.7,2060,17.337,0.9,-0.9,L,0,0
MC8000008596,50,2000,20612,0,0,21572,960,0,0,395,2000,2796,93.327,93.326,93.326,0,0,A1,T,M,2,2796,2796,17.339,17.339,17.339,395,2000,2796,2796,2796,17.337,17.339,17.339,2796,17.337,0,395,2000,0,0,49.7,2060,17.337,0.9,-0.9,L,0,0
MC8000008595,50,2000,20612,0,0,21572,960,0,0,395,2000,2796,93.327,93.326,93.326,0,0,A1,T,M,2,2796,2796,17.339,17.339,17.339,395,2000,2796,2796,2796,17.337,17.339,17.339,2796,17.337,0,395,2000,0,0,49.7,2060,17.337,0.9,-0.9,L,0,0
MC8000008594,50,2200,23028,0,0,24128,1100,0,0,395,2000,3431,93.468,93.467,93.467,0,0,A1,T,M,2,3431,3431,21.277,21.277,21.277,395,2000,3431,3431,3431,21.275,21.277,21.277,3431,21.275,0,395,2000,0,0,49.7,2260,21.274,0.9,-0.9,L,0,0
MC8000008593,50,2200,23028,0,0,24128,1100,0,0,395,2000,3431,93.468,93.467,93.467,0,0,A1,T,M,2,3431,3431,21.277,21.277,21.277,395,2000,3431,3431,3431,21.275,21.277,21.277,3431,21.275,0,395,2000,0,0,49.7,2260,21.274,0.9,-0.9,L,0,0
MC8000008592,50,2200,23028,0,0,24128,1100,0,0,395,2000,3431,93.468,93.467,93.467,0,0,A1,T,M,2,3431,3431,21.277,21.277,21.277,395,2000,3431,3431,3431,21.275,21.277,21.277,3431,21.275,0,395,2000,0,0,49.7,2260,21.274,0.9,-0.9,L,0,0
