虚拟板坯号,第一合同订货厚度,组合板宽度,组合板长度,尾部试材长度,头部试材长度,轧制目标长度,切头尾量,固定板坯长度标记,毛边切边标记,清前坯厚,清前坯宽,清前坯长,基准收得率,命令收得率,轧制收得率,头部切舍量,尾部切舍量,组板方式,加热炉类型,自动人工标记,大板内成品小板总块数,清理前板坯最大长度,清理前板坯最小长度,清理前板坯重量,清理前板坯最大重量,清理前板坯最小重量,进加热炉板坯厚度,进加热炉板坯宽度,进加热炉板坯长度,进加热炉板坯最大长度,进加热炉板坯最小长度,进加热炉板坯重量,进加热炉板坯最大重量,进加热炉板坯最小重量,必要板坯长度,必要板坯重量,固定板坯长度,结晶器厚度,结晶器宽度,板坯清理重量减少率_静态表,板坯清理重量减少率_画面,轧制目标厚度,轧制目标宽度,厚板轧制重量,轧制厚度公差上限,轧制厚度公差下限,轧制方向代码,切缝量,中部试材长度
,roll_thick,roll_width,corect_length,tcrop,hcrop,roll_length,len_crop,,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,,,,d_cut_width_i,
MC8000003731,200,2600,4789,0,0,4989,200,0,0,395,2000,3349,94.132,94.13,94.13,0,0,A1,T,M,1,3349,3349,20.769,20.769,20.769,395,2000,3349,3349,3349,20.768,20.769,20.769,3349,20.768,0,395,2000,0,0,199.35,2660,20.767,1.8,-1.8,L,0,0
MC8000003730,220,2600,4353,0,0,4553,200,0,0,395,2000,3362,93.749,93.75,93.75,0,0,A1,T,M,1,3362,3362,20.849,20.849,20.849,395,2000,3362,3362,3362,20.849,20.849,20.849,3362,20.849,0,395,2000,0,0,219.3,2660,20.849,2,-2,L,0,0
MC8000003729,280,2600,3420,0,0,3590,170,0,0,395,2000,3376,93.366,93.365,93.365,0,0,A1,T,M,1,3376,3376,20.936,20.936,20.936,395,2000,3376,3376,3376,20.934,20.936,20.936,3376,20.934,0,395,2000,0,0,279.25,2660,20.933,2.2,-2.2,L,0,0
MC8000003728,280,2600,3420,0,0,3590,170,0,0,395,2000,3376,93.366,93.365,93.365,0,0,A1,T,M,1,3376,3376,20.936,20.936,20.936,395,2000,3376,3376,3376,20.934,20.936,20.936,3376,20.934,0,395,2000,0,0,279.25,2660,20.933,2.2,-2.2,L,0,0
MC8000003722,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003721,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003720,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003719,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003718,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003717,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003716,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003715,90,2200,11387,0,0,11837,450,0,0,395,2000,3035,94.062,94.064,94.064,0,0,A1,C,M,1,3035,3035,18.822,18.822,18.822,395,2000,3035,3035,3035,18.816,18.822,18.822,3035,18.816,0,395,2000,0,0,89.6,2260,18.816,1.1,-1.1,L,0,0
MC8000003710,100,2200,11273,0,0,11723,450,0,0,395,2000,3341,93.984,93.985,93.985,0,0,A1,C,M,1,3341,3341,20.719,20.719,20.719,395,2000,3341,3341,3341,20.714,20.719,20.719,3341,20.714,0,395,2000,0,0,99.6,2260,20.715,1.1,-1.1,L,0,0
MC8000003709,100,2200,11273,0,0,11723,450,0,0,395,2000,3341,93.984,93.985,93.985,0,0,A1,C,M,1,3341,3341,20.719,20.719,20.719,395,2000,3341,3341,3341,20.714,20.719,20.719,3341,20.714,0,395,2000,0,0,99.6,2260,20.715,1.1,-1.1,L,0,0
MC8000003708,100,2200,11273,0,0,11723,450,0,0,395,2000,3341,93.984,93.985,93.985,0,0,A1,C,M,1,3341,3341,20.719,20.719,20.719,395,2000,3341,3341,3341,20.714,20.719,20.719,3341,20.714,0,395,2000,0,0,99.6,2260,20.715,1.1,-1.1,L,0,0
MC8000003707,100,2200,11273,0,0,11723,450,0,0,395,2000,3341,93.984,93.985,93.985,0,0,A1,C,M,1,3341,3341,20.719,20.719,20.719,395,2000,3341,3341,3341,20.714,20.719,20.719,3341,20.714,0,395,2000,0,0,99.6,2260,20.715,1.1,-1.1,L,0,0
MC8000003706,100,2200,11273,0,0,11723,450,0,0,395,2000,3341,93.984,93.985,93.985,0,0,A1,C,M,1,3341,3341,20.719,20.719,20.719,395,2000,3341,3341,3341,20.714,20.719,20.719,3341,20.714,0,395,2000,0,0,99.6,2260,20.715,1.1,-1.1,L,0,0
MC8000003705,120,2600,7615,0,0,7885,270,0,0,395,2000,3172,94.832,94.834,94.834,0,0,A1,C,M,1,3172,3172,19.671,19.671,19.671,395,2000,3172,3172,3172,19.667,19.671,19.671,3172,19.667,0,395,2000,0,0,119.45,2660,19.667,1.6,-1.6,L,0,0
MC8000003703,239,2200,5800,0,0,5800,0,0,0,395,2000,3956,97.59,97.591,97.591,0,0,A1,T,M,1,3956,3956,24.533,24.533,24.533,395,2000,3956,3956,3956,24.531,24.533,24.533,3956,24.531,0,395,2000,0,0,238.4,2260,24.531,1.8,-1.8,L,0,0
MC8000003702,245,2200,5650,0,0,5650,0,0,0,395,2000,3951,97.584,97.583,97.583,0,0,A1,T,M,1,3951,3951,24.502,24.502,24.502,395,2000,3951,3951,3951,24.498,24.502,24.502,3951,24.498,0,395,2000,0,0,244.4,2260,24.498,1.8,-1.8,L,0,0
MC8000003701,249,2200,5560,0,0,5560,0,0,0,395,2000,3952,97.58,97.58,97.58,0,0,A1,T,M,1,3952,3952,24.508,24.508,24.508,395,2000,3952,3952,3952,24.502,24.508,24.508,3952,24.502,0,395,2000,0,0,248.4,2260,24.502,1.8,-1.8,L,0,0
MC8000003700,259,2200,5350,0,0,5350,0,0,0,395,2000,3954,97.609,97.61,97.61,0,0,A1,T,M,1,3954,3954,24.521,24.521,24.521,395,2000,3954,3954,3954,24.516,24.521,24.521,3954,24.516,0,395,2000,0,0,258.3,2260,24.516,2,-2,L,0,0
MC8000003699,259,2200,5350,0,0,5350,0,0,0,395,2000,3954,97.609,97.61,97.61,0,0,A1,T,M,1,3954,3954,24.521,24.521,24.521,395,2000,3954,3954,3954,24.516,24.521,24.521,3954,24.516,0,395,2000,0,0,258.3,2260,24.516,2,-2,L,0,0
MC8000003698,269,2200,5150,0,0,5150,0,0,0,395,2000,3953,97.599,97.597,97.597,0,0,A1,T,M,1,3953,3953,24.515,24.515,24.515,395,2000,3953,3953,3953,24.514,24.515,24.515,3953,24.514,0,395,2000,0,0,268.3,2260,24.514,2,-2,L,0,0
MC8000003697,269,2200,5150,0,0,5150,0,0,0,395,2000,3953,97.599,97.597,97.597,0,0,A1,T,M,1,3953,3953,24.515,24.515,24.515,395,2000,3953,3953,3953,24.514,24.515,24.515,3953,24.514,0,395,2000,0,0,268.3,2260,24.514,2,-2,L,0,0
MC8000003696,269,2200,5150,0,0,5150,0,0,0,395,2000,3953,97.599,97.597,97.597,0,0,A1,T,M,1,3953,3953,24.515,24.515,24.515,395,2000,3953,3953,3953,24.514,24.515,24.515,3953,24.514,0,395,2000,0,0,268.3,2260,24.514,2,-2,L,0,0
MC8000003695,279,2200,4960,0,0,4960,0,0,0,395,2000,3949,97.59,97.591,97.591,0,0,A1,T,M,1,3949,3949,24.49,24.49,24.49,395,2000,3949,3949,3949,24.489,24.49,24.49,3949,24.489,0,395,2000,0,0,278.3,2260,24.489,2,-2,L,0,0
MC8000003694,279,2200,4960,0,0,4960,0,0,0,395,2000,3949,97.59,97.591,97.591,0,0,A1,T,M,1,3949,3949,24.49,24.49,24.49,395,2000,3949,3949,3949,24.489,24.49,24.49,3949,24.489,0,395,2000,0,0,278.3,2260,24.489,2,-2,L,0,0
MC8000003693,279,2200,4960,0,0,4960,0,0,0,395,2000,3949,97.59,97.591,97.591,0,0,A1,T,M,1,3949,3949,24.49,24.49,24.49,395,2000,3949,3949,3949,24.489,24.49,24.49,3949,24.489,0,395,2000,0,0,278.3,2260,24.489,2,-2,L,0,0
MC8000003692,289,2200,4770,0,0,4770,0,0,0,395,2000,3935,97.581,97.582,97.582,0,0,A1,T,M,1,3935,3935,24.403,24.403,24.403,395,2000,3935,3935,3935,24.397,24.403,24.403,3935,24.397,0,395,2000,0,0,288.3,2260,24.397,2,-2,L,0,0
MC8000003691,289,2200,4770,0,0,4770,0,0,0,395,2000,3935,97.581,97.582,97.582,0,0,A1,T,M,1,3935,3935,24.403,24.403,24.403,395,2000,3935,3935,3935,24.397,24.403,24.403,3935,24.397,0,395,2000,0,0,288.3,2260,24.397,2,-2,L,0,0
MC8000003690,289,2200,4770,0,0,4770,0,0,0,395,2000,3935,97.581,97.582,97.582,0,0,A1,T,M,1,3935,3935,24.403,24.403,24.403,395,2000,3935,3935,3935,24.397,24.403,24.403,3935,24.397,0,395,2000,0,0,288.3,2260,24.397,2,-2,L,0,0
MC8000003689,299,2200,4620,0,0,4620,0,0,0,395,2000,3943,97.574,97.575,97.575,0,0,A1,T,M,1,3943,3943,24.453,24.453,24.453,395,2000,3943,3943,3943,24.449,24.453,24.453,3943,24.449,0,395,2000,0,0,298.3,2260,24.45,2,-2,L,0,0
MC8000003688,299,2200,4620,0,0,4620,0,0,0,395,2000,3943,97.574,97.575,97.575,0,0,A1,T,M,1,3943,3943,24.453,24.453,24.453,395,2000,3943,3943,3943,24.449,24.453,24.453,3943,24.449,0,395,2000,0,0,298.3,2260,24.45,2,-2,L,0,0
MC8000003687,299,2200,4620,0,0,4620,0,0,0,395,2000,3943,97.574,97.575,97.575,0,0,A1,T,M,1,3943,3943,24.453,24.453,24.453,395,2000,3943,3943,3943,24.449,24.453,24.453,3943,24.449,0,395,2000,0,0,298.3,2260,24.45,2,-2,L,0,0
MC8000003685,330,2200,4200,0,0,4200,0,0,0,395,2000,3956,97.582,97.582,97.582,0,0,A1,T,M,1,3956,3956,24.533,24.533,24.533,395,2000,3956,3956,3956,24.529,24.533,24.533,3956,24.529,0,395,2000,0,0,329.2,2260,24.529,2.2,-2.2,L,0,0
MC8000003684,330,2200,4200,0,0,4200,0,0,0,395,2000,3956,97.582,97.582,97.582,0,0,A1,T,M,1,3956,3956,24.533,24.533,24.533,395,2000,3956,3956,3956,24.529,24.533,24.533,3956,24.529,0,395,2000,0,0,329.2,2260,24.529,2.2,-2.2,L,0,0
MC8000003683,330,2200,4200,0,0,4200,0,0,0,395,2000,3956,97.582,97.582,97.582,0,0,A1,T,M,1,3956,3956,24.533,24.533,24.533,395,2000,3956,3956,3956,24.529,24.533,24.533,3956,24.529,0,395,2000,0,0,329.2,2260,24.529,2.2,-2.2,L,0,0
MC8000003682,330,2200,4200,0,0,4200,0,0,0,395,2000,3956,97.582,97.582,97.582,0,0,A1,T,M,1,3956,3956,24.533,24.533,24.533,395,2000,3956,3956,3956,24.529,24.533,24.533,3956,24.529,0,395,2000,0,0,329.2,2260,24.529,2.2,-2.2,L,0,0
MC8000003681,330,2200,4200,0,0,4200,0,0,0,395,2000,3956,97.582,97.582,97.582,0,0,A1,T,M,1,3956,3956,24.533,24.533,24.533,395,2000,3956,3956,3956,24.529,24.533,24.533,3956,24.529,0,395,2000,0,0,329.2,2260,24.529,2.2,-2.2,L,0,0
MC8000003680,55,2700,10500,0,0,10920,420,0,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,395,2000,0,0,54.65,2780,13.023,1.1,-1.1,L,0,0
MC8000003679,55,2700,10500,0,0,10920,420,0,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,395,2000,0,0,54.65,2780,13.023,1.1,-1.1,L,0,0
MC8000003678,55,2700,10500,0,0,10920,420,0,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,395,2000,0,0,54.65,2780,13.023,1.1,-1.1,L,0,0
MC8000003677,55,2700,10500,0,0,10920,420,0,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,395,2000,0,0,54.65,2780,13.023,1.1,-1.1,L,0,0
MC8000003676,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003675,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000001906,55,3000,12000,0,0,12450,450,1,1,395,2000,2710,94.483,92.485,92.485,0,0,A1,C,M,1,2710,2710,16.806,16.806,16.806,395,2000,2710,2710,2710,16.806,16.806,16.806,2653,16.451,2710,395,2000,0,0,54.65,3080,16.451,1.1,-1.1,L,0,0
MC8000003674,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003673,60,2600,16700,0,0,17350,650,0,0,395,2000,3485,94.635,94.637,94.637,0,0,A1,C,M,2,3485,3485,21.612,21.612,21.612,395,2000,3485,3485,3485,21.61,21.612,21.612,3485,21.61,0,395,2000,0,0,59.65,2660,21.61,1.1,-1.1,L,0,0
MC8000003672,60,2600,16700,0,0,17350,650,0,0,395,2000,3485,94.635,94.637,94.637,0,0,A1,C,M,2,3485,3485,21.612,21.612,21.612,395,2000,3485,3485,3485,21.61,21.612,21.612,3485,21.61,0,395,2000,0,0,59.65,2660,21.61,1.1,-1.1,L,0,0
MC8000003671,65,2200,20400,0,0,21200,800,0,0,395,2000,3918,94.252,94.25,94.25,0,0,A1,C,M,2,3918,3918,24.297,24.297,24.297,395,2000,3918,3918,3918,24.297,24.297,24.297,3918,24.297,0,395,2000,0,0,64.6,2260,24.297,1.1,-1.1,L,0,0
MC8000003670,65,2200,20400,0,0,21200,800,0,0,395,2000,3918,94.252,94.25,94.25,0,0,A1,C,M,2,3918,3918,24.297,24.297,24.297,395,2000,3918,3918,3918,24.297,24.297,24.297,3918,24.297,0,395,2000,0,0,64.6,2260,24.297,1.1,-1.1,L,0,0
MC8000003669,65,2200,20400,0,0,21200,800,0,0,395,2000,3918,94.252,94.25,94.25,0,0,A1,C,M,2,3918,3918,24.297,24.297,24.297,395,2000,3918,3918,3918,24.297,24.297,24.297,3918,24.297,0,395,2000,0,0,64.6,2260,24.297,1.1,-1.1,L,0,0
MC8000003668,65,2200,20400,0,0,21200,800,0,0,395,2000,3918,94.252,94.25,94.25,0,0,A1,C,M,2,3918,3918,24.297,24.297,24.297,395,2000,3918,3918,3918,24.297,24.297,24.297,3918,24.297,0,395,2000,0,0,64.6,2260,24.297,1.1,-1.1,L,0,0
MC8000003667,50,2600,20400,0,0,21200,800,0,0,395,2000,3545,94.719,94.718,94.718,0,0,A1,C,M,2,3545,3545,21.984,21.984,21.984,395,2000,3545,3545,3545,21.979,21.984,21.984,3545,21.979,0,395,2000,0,0,49.65,2660,21.979,1.1,-1.1,L,0,0
MC8000003666,50,2600,20400,0,0,21200,800,0,0,395,2000,3545,94.719,94.718,94.718,0,0,A1,C,M,2,3545,3545,21.984,21.984,21.984,395,2000,3545,3545,3545,21.979,21.984,21.984,3545,21.979,0,395,2000,0,0,49.65,2660,21.979,1.1,-1.1,L,0,0
MC8000003665,50,2600,20400,0,0,21200,800,0,0,395,2000,3545,94.719,94.718,94.718,0,0,A1,C,M,2,3545,3545,21.984,21.984,21.984,395,2000,3545,3545,3545,21.979,21.984,21.984,3545,21.979,0,395,2000,0,0,49.65,2660,21.979,1.1,-1.1,L,0,0
MC8000003664,50,2600,20400,0,0,21200,800,0,0,395,2000,3545,94.719,94.718,94.718,0,0,A1,C,M,2,3545,3545,21.984,21.984,21.984,395,2000,3545,3545,3545,21.979,21.984,21.984,3545,21.979,0,395,2000,0,0,49.65,2660,21.979,1.1,-1.1,L,0,0
MC8000003663,50,2600,20400,0,0,21200,800,0,0,395,2000,3545,94.719,94.718,94.718,0,0,A1,C,M,2,3545,3545,21.984,21.984,21.984,395,2000,3545,3545,3545,21.979,21.984,21.984,3545,21.979,0,395,2000,0,0,49.65,2660,21.979,1.1,-1.1,L,0,0
MC8000003662,50,2200,25401,0,0,26351,950,0,0,395,2000,3747,94.402,94.401,94.401,0,0,A1,C,M,3,3747,3747,23.237,23.237,23.237,395,2000,3747,3747,3747,23.235,23.237,23.237,3747,23.235,0,395,2000,0,0,49.7,2260,23.234,0.9,-0.9,L,0,0
MC8000003655,45,2200,20876,0,0,21676,800,0,0,395,2000,2772,94.382,94.38,94.38,0,0,A1,C,M,2,2772,2772,17.191,17.191,17.191,395,2000,2772,2772,2772,17.19,17.191,17.191,2772,17.19,0,395,2000,0,0,44.7,2260,17.19,0.9,-0.9,L,0,0
MC8000003654,45,2200,20876,0,0,21676,800,0,0,395,2000,2772,94.382,94.38,94.38,0,0,A1,C,M,2,2772,2772,17.191,17.191,17.191,395,2000,2772,2772,2772,17.19,17.191,17.191,2772,17.19,0,395,2000,0,0,44.7,2260,17.19,0.9,-0.9,L,0,0
MC8000003653,45,2200,20876,0,0,21676,800,0,0,395,2000,2772,94.382,94.38,94.38,0,0,A1,C,M,2,2772,2772,17.191,17.191,17.191,395,2000,2772,2772,2772,17.19,17.191,17.191,2772,17.19,0,395,2000,0,0,44.7,2260,17.19,0.9,-0.9,L,0,0
MC8000003652,45,2200,25050,0,0,26000,950,0,0,395,2000,3325,94.418,94.418,94.418,0,0,A1,C,M,3,3325,3325,20.62,20.62,20.62,395,2000,3325,3325,3325,20.619,20.62,20.62,3325,20.619,0,395,2000,0,0,44.7,2260,20.619,0.9,-0.9,L,0,0
MC8000003651,45,2200,25050,0,0,26000,950,0,0,395,2000,3325,94.418,94.418,94.418,0,0,A1,C,M,3,3325,3325,20.62,20.62,20.62,395,2000,3325,3325,3325,20.619,20.62,20.62,3325,20.619,0,395,2000,0,0,44.7,2260,20.619,0.9,-0.9,L,0,0
MC8000003650,45,2200,25050,0,0,26000,950,0,0,395,2000,3325,94.418,94.418,94.418,0,0,A1,C,M,3,3325,3325,20.62,20.62,20.62,395,2000,3325,3325,3325,20.619,20.62,20.62,3325,20.619,0,395,2000,0,0,44.7,2260,20.619,0.9,-0.9,L,0,0
MC8000003649,45,2200,25050,0,0,26000,950,0,0,395,2000,3325,94.418,94.418,94.418,0,0,A1,C,M,3,3325,3325,20.62,20.62,20.62,395,2000,3325,3325,3325,20.619,20.62,20.62,3325,20.619,0,395,2000,0,0,44.7,2260,20.619,0.9,-0.9,L,0,0
MC8000003648,45,2200,23364,0,0,24264,900,0,0,395,2000,3103,94.363,94.361,94.361,0,0,A1,C,M,2,3103,3103,19.243,19.243,19.243,395,2000,3103,3103,3103,19.242,19.243,19.243,3103,19.242,0,395,2000,0,0,44.7,2260,19.242,0.9,-0.9,L,0,0
MC8000003647,45,2200,23364,0,0,24264,900,0,0,395,2000,3103,94.363,94.361,94.361,0,0,A1,C,M,2,3103,3103,19.243,19.243,19.243,395,2000,3103,3103,3103,19.242,19.243,19.243,3103,19.242,0,395,2000,0,0,44.7,2260,19.242,0.9,-0.9,L,0,0
MC8000003625,50,2200,22130,0,0,22980,850,0,0,395,2000,3268,94.31,94.31,94.31,0,0,A1,C,M,2,3268,3268,20.267,20.267,20.267,395,2000,3268,3268,3268,20.262,20.267,20.267,3268,20.262,0,395,2000,0,0,49.7,2260,20.262,0.9,-0.9,L,0,0
MC8000003624,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003623,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003621,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003620,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003619,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003618,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003617,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003616,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003615,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003614,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000001985,35,2450,12000,0,0,12450,450,1,1,247,1800,2480,94.758,93.333,93.333,0,0,A1,C,M,1,2480,2480,8.655,8.655,8.655,247,1800,2480,2480,2480,8.655,8.655,8.655,2443,8.525,2480,247,1800,0,0,34.75,2510,8.524,0.8,-0.8,L,0,0
MC8000001986,35,2450,12000,0,0,12450,450,1,1,247,1800,2480,94.758,93.333,93.333,0,0,A1,C,M,1,2480,2480,8.655,8.655,8.655,247,1800,2480,2480,2480,8.655,8.655,8.655,2443,8.525,2480,247,1800,0,0,34.75,2510,8.524,0.8,-0.8,L,0,0
MC8000001987,35,2450,12000,0,0,12450,450,1,1,247,1800,2480,94.758,93.333,93.333,0,0,A1,C,M,1,2480,2480,8.655,8.655,8.655,247,1800,2480,2480,2480,8.655,8.655,8.655,2443,8.525,2480,247,1800,0,0,34.75,2510,8.524,0.8,-0.8,L,0,0
MC8000001990,50,2500,12000,0,0,12450,450,1,1,247,1800,3620,94.695,93.201,93.201,0,0,A1,C,M,2,3620,3620,12.634,12.634,12.634,247,1800,3620,3620,3620,12.634,12.634,12.634,3563,12.435,3620,247,1800,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000001991,110,2000,12000,0,0,12450,450,1,1,395,2000,3600,94.005,92.829,92.829,0,0,A1,C,M,2,3600,3600,22.325,22.325,22.325,395,2000,3600,3600,3600,22.325,22.325,22.325,3555,22.046,3600,395,2000,0,0,109.5,2060,22.046,1.4,-1.4,L,0,0
MC8000003613,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003612,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003611,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003610,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003609,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
