,roll_thick,roll_width,corect_length,tcrop,hcrop,roll_length,len_crop,,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,,,,d_cut_width_i,
MC8000001657,50,2500,12000,0,0,12450,450,1,1,247,1800,3610,94.695,93.46,93.46,0,0,A1,C,M,2,3610,3610,12.599,12.599,12.599,247,1800,3610,3610,3610,12.599,12.599,12.599,3563,12.435,3610,247,1800,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000001681,50,2500,12000,0,0,12450,450,1,1,247,1800,3610,94.695,93.46,93.46,0,0,A1,C,M,2,3610,3610,12.599,12.599,12.599,247,1800,3610,3610,3610,12.599,12.599,12.599,3563,12.435,3610,247,1800,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000001990,50,2500,12000,0,0,12450,450,1,1,247,1800,3620,94.695,93.201,93.201,0,0,A1,C,M,2,3620,3620,12.634,12.634,12.634,247,1800,3620,3620,3620,12.634,12.634,12.634,3563,12.435,3620,247,1800,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000002733,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002734,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002735,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002736,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002737,50,2500,12000,0,0,12450,450,1,1,395,2000,2030,94.695,93.534,93.534,0,0,A1,J,M,1,2030,2030,12.589,12.589,12.589,395,2000,2030,2030,2030,12.589,12.589,12.589,2006,12.435,2030,395,2000,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000002738,50,2500,12000,0,0,12450,450,1,1,395,2000,2030,94.695,93.534,93.534,0,0,A1,J,M,1,2030,2030,12.589,12.589,12.589,395,2000,2030,2030,2030,12.589,12.589,12.589,2006,12.435,2030,395,2000,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000002739,30,2500,12000,0,0,12450,450,1,1,395,2000,2400,94.917,47.467,47.467,0,0,A1,J,M,1,2400,2400,14.884,14.884,14.884,395,2000,2400,2400,2400,14.884,14.884,14.884,1201,7.443,2400,395,2000,0,0,29.75,2560,7.443,0.8,-0.8,L,0,0
MC8000002740,40,2500,12000,0,0,12450,450,1,1,395,2000,2800,94.718,54.25,54.25,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.364,17.364,17.364,1604,9.945,2800,395,2000,0,0,39.75,2560,9.945,0.8,-0.8,L,0,0
MC8000002741,40,2500,12000,0,0,12450,450,1,1,395,2000,2800,94.718,54.25,54.25,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.364,17.364,17.364,1604,9.945,2800,395,2000,0,0,39.75,2560,9.945,0.8,-0.8,L,0,0
MC8000001985,35,2450,12000,0,0,12450,450,1,1,247,1800,2480,94.758,93.333,93.333,0,0,A1,C,M,1,2480,2480,8.655,8.655,8.655,247,1800,2480,2480,2480,8.655,8.655,8.655,2443,8.525,2480,247,1800,0,0,34.75,2510,8.524,0.8,-0.8,L,0,0
MC8000001986,35,2450,12000,0,0,12450,450,1,1,247,1800,2480,94.758,93.333,93.333,0,0,A1,C,M,1,2480,2480,8.655,8.655,8.655,247,1800,2480,2480,2480,8.655,8.655,8.655,2443,8.525,2480,247,1800,0,0,34.75,2510,8.524,0.8,-0.8,L,0,0
MC8000001987,35,2450,12000,0,0,12450,450,1,1,247,1800,2480,94.758,93.333,93.333,0,0,A1,C,M,1,2480,2480,8.655,8.655,8.655,247,1800,2480,2480,2480,8.655,8.655,8.655,2443,8.525,2480,247,1800,0,0,34.75,2510,8.524,0.8,-0.8,L,0,0
MC8000003941,76,2400,12000,0,0,12450,450,1,0,395,2000,3000,94.532,92.352,92.352,0,0,A1,T,M,1,3000,3000,18.605,18.605,18.605,395,2000,3000,3000,3000,18.605,18.605,18.605,2931,18.176,3000,395,2000,0,0,75.6,2460,18.176,1.1,-1.1,L,0,0
MC8000003942,76,2400,12000,0,0,12450,450,1,0,395,2000,3000,94.532,92.352,92.352,0,0,A1,T,M,1,3000,3000,18.605,18.605,18.605,395,2000,3000,3000,3000,18.605,18.605,18.605,2931,18.176,3000,395,2000,0,0,75.6,2460,18.176,1.1,-1.1,L,0,0
MC8000003943,76,2400,12000,0,0,12450,450,1,0,395,2000,3000,94.532,92.352,92.352,0,0,A1,T,M,1,3000,3000,18.605,18.605,18.605,395,2000,3000,3000,3000,18.605,18.605,18.605,2931,18.176,3000,395,2000,0,0,75.6,2460,18.176,1.1,-1.1,L,0,0
MC8000001801,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001800,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001799,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001798,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001797,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001796,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001795,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001794,100,2200,12000,0,0,12450,450,0,0,395,2000,3548,94.203,94.204,94.204,0,0,A1,C,M,1,3548,3548,22.003,22.003,22.003,395,2000,3548,3548,3548,21.999,22.003,22.003,3548,21.999,0,395,2000,0,0,99.6,2260,21.999,1.1,-1.1,L,0,0
MC8000001991,110,2000,12000,0,0,12450,450,1,1,395,2000,3600,94.005,92.829,92.829,0,0,A1,C,M,2,3600,3600,22.325,22.325,22.325,395,2000,3600,3600,3600,22.325,22.325,22.325,3555,22.046,3600,395,2000,0,0,109.5,2060,22.046,1.4,-1.4,L,0,0
MC8000003440,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003439,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003438,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003437,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003436,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003435,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003434,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003433,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003432,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003431,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003430,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003429,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003428,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003427,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003426,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003425,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003424,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003423,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003422,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003421,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003420,70,2500,11847,0,0,12297,450,0,0,395,2000,2774,94.623,94.622,94.622,0,0,A1,C,M,1,2774,2774,17.203,17.203,17.203,395,2000,2774,2774,2774,17.2,17.203,17.203,2774,17.2,0,395,2000,0,0,69.6,2560,17.2,1.1,-1.1,L,0,0
MC8000003199,80,2600,11800,0,0,12250,450,0,0,395,2000,3282,94.686,94.687,94.687,0,0,A1,C,M,1,3282,3282,20.353,20.353,20.353,395,2000,3282,3282,3282,20.348,20.353,20.353,3282,20.348,0,395,2000,0,0,79.55,2660,20.348,1.3,-1.3,L,0,0
MC8000003198,80,2600,11800,0,0,12250,450,0,0,395,2000,3282,94.686,94.687,94.687,0,0,A1,C,M,1,3282,3282,20.353,20.353,20.353,395,2000,3282,3282,3282,20.348,20.353,20.353,3282,20.348,0,395,2000,0,0,79.55,2660,20.348,1.3,-1.3,L,0,0
MC8000003876,70,2500,11800,0,0,12250,450,0,0,395,2000,2763,94.61,94.613,94.613,0,0,A1,T,M,1,2763,2763,17.135,17.135,17.135,395,2000,2763,2763,2763,17.133,17.135,17.135,2763,17.133,0,395,2000,0,0,69.6,2560,17.134,1.1,-1.1,L,0,0
MC8000003875,70,2500,11800,0,0,12250,450,0,0,395,2000,2763,94.61,94.613,94.613,0,0,A1,T,M,1,2763,2763,17.135,17.135,17.135,395,2000,2763,2763,2763,17.133,17.135,17.135,2763,17.133,0,395,2000,0,0,69.6,2560,17.134,1.1,-1.1,L,0,0
MC8000003874,70,2500,11800,0,0,12250,450,0,0,395,2000,2763,94.61,94.613,94.613,0,0,A1,T,M,1,2763,2763,17.135,17.135,17.135,395,2000,2763,2763,2763,17.133,17.135,17.135,2763,17.133,0,395,2000,0,0,69.6,2560,17.134,1.1,-1.1,L,0,0
MC8000004093,80,2200,11800,0,0,12250,450,0,0,395,2000,2790,94.24,94.242,94.242,0,0,A1,C,M,1,2790,2790,17.302,17.302,17.302,395,2000,2790,2790,2790,17.299,17.302,17.302,2790,17.299,0,395,2000,0,0,79.6,2260,17.299,1.1,-1.1,L,0,0
MC8000000002,80,2200,11800,0,0,12250,450,0,0,395,1800,3100,94.24,94.242,94.242,0,0,A1,C,M,1,3100,3100,17.302,17.302,17.302,395,1800,3100,3100,3100,17.299,17.302,17.302,3100,17.299,0,395,1800,0,0,79.6,2260,17.299,1.1,-1.1,L,0,0
MC8000000001,80,2200,11800,0,0,12250,450,0,0,395,1800,3100,94.24,94.242,94.242,0,0,A1,C,M,1,3100,3100,17.302,17.302,17.302,395,1800,3100,3100,3100,17.299,17.302,17.302,3100,17.299,0,395,1800,0,0,79.6,2260,17.299,1.1,-1.1,L,0,0
MC7000000656,80,2000,11800,0,0,12250,450,0,0,395,1800,2826,93.991,93.988,93.988,0,0,A1,C,M,1,2826,2826,15.773,15.773,15.773,395,1800,2826,2826,2826,15.769,15.773,15.773,2826,15.769,0,395,1800,0,0,79.6,2060,15.768,1.1,-1.1,L,0,0
MC7000000655,80,2000,11800,0,0,12250,450,0,0,395,1800,2826,93.991,93.988,93.988,0,0,A1,C,M,1,2826,2826,15.773,15.773,15.773,395,1800,2826,2826,2826,15.769,15.773,15.773,2826,15.769,0,395,1800,0,0,79.6,2060,15.768,1.1,-1.1,L,0,0
MC7000000654,80,2000,11800,0,0,12250,450,0,0,395,1800,2826,93.991,93.988,93.988,0,0,A1,C,M,1,2826,2826,15.773,15.773,15.773,395,1800,2826,2826,2826,15.769,15.773,15.773,2826,15.769,0,395,1800,0,0,79.6,2060,15.768,1.1,-1.1,L,0,0
MC8000000038,100,2200,11766,0,0,12216,450,0,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,395,1800,0,0,99.6,2260,21.586,1.1,-1.1,L,0,0
MC8000000037,100,2200,11766,0,0,12216,450,0,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,395,1800,0,0,99.6,2260,21.586,1.1,-1.1,L,0,0
MC8000000036,100,2200,11766,0,0,12216,450,0,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,395,1800,0,0,99.6,2260,21.586,1.1,-1.1,L,0,0
MC8000000035,100,2200,11766,0,0,12216,450,0,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,395,1800,0,0,99.6,2260,21.586,1.1,-1.1,L,0,0
MC8000000034,100,2200,11766,0,0,12216,450,0,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,395,1800,0,0,99.6,2260,21.586,1.1,-1.1,L,0,0
MC8000001232,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001231,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001230,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001229,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001228,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001227,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001226,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001225,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001224,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001223,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001222,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001221,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001220,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001219,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001218,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001217,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001216,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001215,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001214,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001213,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001212,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001211,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001210,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001209,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001208,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001207,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001206,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001205,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
MC8000001204,60,2200,11764,0,0,12214,450,0,0,247,1800,3707,94.23,94.233,94.233,0,0,A1,C,M,1,3707,3707,12.938,12.938,12.938,247,1800,3707,3707,3707,12.936,12.938,12.938,3707,12.936,0,247,1800,0,0,59.7,2260,12.936,0.9,-0.9,L,0,0
