,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,,,,,hcrop,tcrop,d_cut_width_i,
MC8000000500,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000501,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000502,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000503,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000504,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000505,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000506,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000507,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000508,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000509,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000510,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000511,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000512,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000513,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000514,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000515,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000516,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000517,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000518,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000519,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000520,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000521,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000522,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000523,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000524,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
MC8000000525,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000526,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000527,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000528,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000529,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000530,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000531,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000532,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000533,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000534,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000535,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000536,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000537,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000538,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000539,40,2200,18166,0,247,1800,3813,94.323,94.325,94.325,0,0,A1,C,M,2,3813,3813,13.308,13.308,13.308,247,1800,3813,3813,3813,13.304,13.308,13.308,3813,13.304,0,0,247,1800,0,0,39.75,2260,18866,13.304,0.8,-0.8,L,0,0,0,0
MC8000000540,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000541,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000542,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000543,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000544,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000545,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000546,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000547,40,2200,17614,0,247,1800,3691,94.471,94.472,94.472,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.88,12.882,12.882,3691,12.88,0,0,247,1800,0,0,39.75,2260,18264,12.88,0.8,-0.8,L,0,0,0,0
MC8000000548,40,2200,18032,0,247,1800,3785,94.297,94.3,94.3,0,0,A1,C,M,2,3785,3785,13.21,13.21,13.21,247,1800,3785,3785,3785,13.21,13.21,13.21,3785,13.21,0,0,247,1800,0,0,39.75,2260,18732,13.21,0.8,-0.8,L,0,0,0,0
MC8000000549,40,2200,18032,0,247,1800,3785,94.297,94.3,94.3,0,0,A1,C,M,2,3785,3785,13.21,13.21,13.21,247,1800,3785,3785,3785,13.21,13.21,13.21,3785,13.21,0,0,247,1800,0,0,39.75,2260,18732,13.21,0.8,-0.8,L,0,0,0,0
MC8000000550,40,2200,18032,0,247,1800,3785,94.297,94.3,94.3,0,0,A1,C,M,2,3785,3785,13.21,13.21,13.21,247,1800,3785,3785,3785,13.21,13.21,13.21,3785,13.21,0,0,247,1800,0,0,39.75,2260,18732,13.21,0.8,-0.8,L,0,0,0,0
MC8000000551,40,2200,18032,0,247,1800,3785,94.297,94.3,94.3,0,0,A1,C,M,2,3785,3785,13.21,13.21,13.21,247,1800,3785,3785,3785,13.21,13.21,13.21,3785,13.21,0,0,247,1800,0,0,39.75,2260,18732,13.21,0.8,-0.8,L,0,0,0,0
MC8000000552,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000553,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000554,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000555,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000556,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000557,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000558,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000559,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000560,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000561,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000562,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000563,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000564,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000565,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000566,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000567,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000568,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000569,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000570,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000571,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000572,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000573,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000574,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000575,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000576,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000577,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000578,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000579,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000580,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000581,50,2200,11273,0,247,1800,2962,94.173,94.176,94.176,0,0,A1,C,M,1,2962,2962,10.338,10.338,10.338,247,1800,2962,2962,2962,10.336,10.338,10.338,2962,10.336,0,0,247,1800,0,0,49.7,2260,11723,10.336,0.9,-0.9,L,0,0,0,0
MC8000000582,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000583,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000584,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000585,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000586,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000587,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000588,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000589,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000590,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000591,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000592,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
MC8000000593,60,2200,11743,0,247,1800,3701,94.224,94.223,94.223,0,0,A1,C,M,1,3701,3701,12.917,12.917,12.917,247,1800,3701,3701,3701,12.914,12.917,12.917,3701,12.914,0,0,247,1800,0,0,59.7,2260,12193,12.914,0.9,-0.9,L,0,0,0,0
