,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,,,,,hcrop,tcrop,d_cut_width_i,
MC8000000375,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000376,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000377,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000378,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000379,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000380,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000381,30,2200,23200,0,247,1800,3645,94.497,94.497,94.497,0,0,A1,C,M,2,3645,3645,12.721,12.721,12.721,247,1800,3645,3645,3645,12.72,12.721,12.721,3645,12.72,0,0,247,1800,0,0,29.75,2260,24100,12.72,0.8,-0.8,L,0,0,0,0
MC8000000382,30,2200,23200,0,247,1800,3645,94.497,94.497,94.497,0,0,A1,C,M,2,3645,3645,12.721,12.721,12.721,247,1800,3645,3645,3645,12.72,12.721,12.721,3645,12.72,0,0,247,1800,0,0,29.75,2260,24100,12.72,0.8,-0.8,L,0,0,0,0
MC8000000383,30,2200,23200,0,247,1800,3645,94.497,94.497,94.497,0,0,A1,C,M,2,3645,3645,12.721,12.721,12.721,247,1800,3645,3645,3645,12.72,12.721,12.721,3645,12.72,0,0,247,1800,0,0,29.75,2260,24100,12.72,0.8,-0.8,L,0,0,0,0
MC8000000384,30,2200,23200,0,247,1800,3645,94.497,94.497,94.497,0,0,A1,C,M,2,3645,3645,12.721,12.721,12.721,247,1800,3645,3645,3645,12.72,12.721,12.721,3645,12.72,0,0,247,1800,0,0,29.75,2260,24100,12.72,0.8,-0.8,L,0,0,0,0
MC8000000385,30,2200,23200,0,247,1800,3645,94.497,94.497,94.497,0,0,A1,C,M,2,3645,3645,12.721,12.721,12.721,247,1800,3645,3645,3645,12.72,12.721,12.721,3645,12.72,0,0,247,1800,0,0,29.75,2260,24100,12.72,0.8,-0.8,L,0,0,0,0
MC8000000386,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000387,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000388,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000389,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000390,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000391,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000392,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000393,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000394,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000395,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000396,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000397,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000398,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000399,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000400,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000401,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000402,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000403,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000404,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000405,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000406,30,2200,25050,0,247,1800,3932,94.576,94.578,94.578,0,0,A1,C,M,3,3932,3932,13.723,13.723,13.723,247,1800,3932,3932,3932,13.722,13.723,13.723,3932,13.722,0,0,247,1800,0,0,29.75,2260,26000,13.723,0.8,-0.8,L,0,0,0,0
MC8000000407,30,2200,21876,0,247,1800,3430,94.7,94.703,94.703,0,0,A1,C,M,2,3430,3430,11.971,11.971,11.971,247,1800,3430,3430,3430,11.968,11.971,11.971,3430,11.968,0,0,247,1800,0,0,29.75,2260,22676,11.968,0.8,-0.8,L,0,0,0,0
MC8000000408,30,2200,21876,0,247,1800,3430,94.7,94.703,94.703,0,0,A1,C,M,2,3430,3430,11.971,11.971,11.971,247,1800,3430,3430,3430,11.968,11.971,11.971,3430,11.968,0,0,247,1800,0,0,29.75,2260,22676,11.968,0.8,-0.8,L,0,0,0,0
MC8000000409,30,2200,21876,0,247,1800,3430,94.7,94.703,94.703,0,0,A1,C,M,2,3430,3430,11.971,11.971,11.971,247,1800,3430,3430,3430,11.968,11.971,11.971,3430,11.968,0,0,247,1800,0,0,29.75,2260,22676,11.968,0.8,-0.8,L,0,0,0,0
MC8000000410,30,2200,21876,0,247,1800,3430,94.7,94.703,94.703,0,0,A1,C,M,2,3430,3430,11.971,11.971,11.971,247,1800,3430,3430,3430,11.968,11.971,11.971,3430,11.968,0,0,247,1800,0,0,29.75,2260,22676,11.968,0.8,-0.8,L,0,0,0,0
MC8000000411,30,2200,21876,0,247,1800,3430,94.7,94.703,94.703,0,0,A1,C,M,2,3430,3430,11.971,11.971,11.971,247,1800,3430,3430,3430,11.968,11.971,11.971,3430,11.968,0,0,247,1800,0,0,29.75,2260,22676,11.968,0.8,-0.8,L,0,0,0,0
MC8000000412,30,2200,21876,0,247,1800,3430,94.7,94.703,94.703,0,0,A1,C,M,2,3430,3430,11.971,11.971,11.971,247,1800,3430,3430,3430,11.968,11.971,11.971,3430,11.968,0,0,247,1800,0,0,29.75,2260,22676,11.968,0.8,-0.8,L,0,0,0,0
MC8000000413,25,2200,26700,0,247,1800,3485,94.779,94.779,94.779,0,0,A1,C,M,3,3485,3485,12.163,12.163,12.163,247,1800,3485,3485,3485,12.163,12.163,12.163,3485,12.163,0,0,247,1800,0,0,24.75,2260,27700,12.163,0.75,-0.75,L,0,0,0,0
MC8000000414,25,2200,26700,0,247,1800,3485,94.779,94.779,94.779,0,0,A1,C,M,3,3485,3485,12.163,12.163,12.163,247,1800,3485,3485,3485,12.163,12.163,12.163,3485,12.163,0,0,247,1800,0,0,24.75,2260,27700,12.163,0.75,-0.75,L,0,0,0,0
MC8000000415,25,2200,26700,0,247,1800,3485,94.779,94.779,94.779,0,0,A1,C,M,3,3485,3485,12.163,12.163,12.163,247,1800,3485,3485,3485,12.163,12.163,12.163,3485,12.163,0,0,247,1800,0,0,24.75,2260,27700,12.163,0.75,-0.75,L,0,0,0,0
MC8000000416,25,2500,19904,0,247,1800,2937,95.291,95.287,95.287,0,0,A1,C,M,2,2937,2937,10.25,10.25,10.25,247,1800,2937,2937,2937,10.248,10.25,10.25,2937,10.248,0,0,247,1800,0,0,24.75,2560,20604,10.248,0.75,-0.75,L,0,0,0,0
MC8000000417,25,2500,19904,0,247,1800,2937,95.291,95.287,95.287,0,0,A1,C,M,2,2937,2937,10.25,10.25,10.25,247,1800,2937,2937,2937,10.248,10.25,10.25,2937,10.248,0,0,247,1800,0,0,24.75,2560,20604,10.248,0.75,-0.75,L,0,0,0,0
MC8000000418,25,2200,19500,0,247,1800,2542,94.921,94.926,94.926,0,0,A1,C,M,2,2542,2542,8.872,8.872,8.872,247,1800,2542,2542,2542,8.869,8.872,8.872,2542,8.869,0,0,247,1800,0,0,24.75,2260,20200,8.87,0.75,-0.75,L,0,0,0,0
MC8000000419,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000420,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000421,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000422,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000423,30,2200,25005,0,247,1800,3926,94.57,94.569,94.569,0,0,A1,C,M,3,3926,3926,13.702,13.702,13.702,247,1800,3926,3926,3926,13.699,13.702,13.702,3926,13.699,0,0,247,1800,0,0,29.75,2260,25955,13.699,0.8,-0.8,L,0,0,0,0
MC8000000424,30,2200,25005,0,247,1800,3926,94.57,94.569,94.569,0,0,A1,C,M,3,3926,3926,13.702,13.702,13.702,247,1800,3926,3926,3926,13.699,13.702,13.702,3926,13.699,0,0,247,1800,0,0,29.75,2260,25955,13.699,0.8,-0.8,L,0,0,0,0
MC8000000425,30,2200,16600,0,247,1800,2609,94.464,94.464,94.464,0,0,A1,C,M,2,2609,2609,9.106,9.106,9.106,247,1800,2609,2609,2609,9.104,9.106,9.106,2609,9.104,0,0,247,1800,0,0,29.75,2260,17250,9.104,0.8,-0.8,L,0,0,0,0
MC8000000426,30,2500,17416,0,247,1800,3095,94.934,94.936,94.936,0,0,A1,C,M,2,3095,3095,10.802,10.802,10.802,247,1800,3095,3095,3095,10.801,10.802,10.802,3095,10.801,0,0,247,1800,0,0,29.75,2560,18066,10.801,0.8,-0.8,L,0,0,0,0
MC8000000427,30,2500,17416,0,247,1800,3095,94.934,94.936,94.936,0,0,A1,C,M,2,3095,3095,10.802,10.802,10.802,247,1800,3095,3095,3095,10.801,10.802,10.802,3095,10.801,0,0,247,1800,0,0,29.75,2560,18066,10.801,0.8,-0.8,L,0,0,0,0
MC8000000428,35,2500,18600,0,247,1800,3862,94.791,94.792,94.792,0,0,A1,C,M,2,3862,3862,13.479,13.479,13.479,247,1800,3862,3862,3862,13.478,13.479,13.479,3862,13.478,0,0,247,1800,0,0,34.75,2560,19300,13.478,0.8,-0.8,L,0,0,0,0
MC8000000429,30,2200,17000,0,247,1800,2670,94.548,94.547,94.547,0,0,A1,C,M,2,2670,2670,9.319,9.319,9.319,247,1800,2670,2670,2670,9.316,9.319,9.319,2670,9.316,0,0,247,1800,0,0,29.75,2260,17650,9.316,0.8,-0.8,L,0,0,0,0
MC8000000430,25,2200,22000,0,247,1800,2869,94.878,94.866,94.876,0,0,A1,C,M,2,2869,2869,10.013,10.013,10.013,247,1800,2869,2869,2869,10.012,10.013,10.013,2869,10.012,0,0,247,1800,0,0,24.75,2260,22800,10.011,0.75,-0.75,L,0,0,0,0
MC8000000431,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000432,30,2200,24900,0,247,1800,3910,94.556,94.554,94.554,0,0,A1,C,M,3,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.644,13.646,13.646,3910,13.644,0,0,247,1800,0,0,29.75,2260,25850,13.643,0.8,-0.8,L,0,0,0,0
MC8000000433,32,2200,22018,0,247,1800,3691,94.465,94.465,94.465,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.881,12.882,12.882,3691,12.881,0,0,247,1800,0,0,31.75,2260,22868,12.881,0.8,-0.8,L,0,0,0,0
MC8000000434,32,2200,22018,0,247,1800,3691,94.465,94.465,94.465,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.881,12.882,12.882,3691,12.881,0,0,247,1800,0,0,31.75,2260,22868,12.881,0.8,-0.8,L,0,0,0,0
MC8000000435,32,2200,22018,0,247,1800,3691,94.465,94.465,94.465,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.881,12.882,12.882,3691,12.881,0,0,247,1800,0,0,31.75,2260,22868,12.881,0.8,-0.8,L,0,0,0,0
MC8000000436,32,2200,22018,0,247,1800,3691,94.465,94.465,94.465,0,0,A1,C,M,2,3691,3691,12.882,12.882,12.882,247,1800,3691,3691,3691,12.881,12.882,12.882,3691,12.881,0,0,247,1800,0,0,31.75,2260,22868,12.881,0.8,-0.8,L,0,0,0,0
MC8000000437,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000438,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000439,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000440,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000441,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000442,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000443,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000444,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000445,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000446,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000447,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000448,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000449,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000450,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000451,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000452,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000453,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000454,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000455,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000456,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000457,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000458,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000459,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000460,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000461,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000462,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000463,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000464,35,2200,20130,0,247,1800,3698,94.298,94.296,94.296,0,0,A1,C,M,2,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.904,12.906,12.906,3698,12.904,0,0,247,1800,0,0,34.75,2260,20930,12.903,0.8,-0.8,L,0,0,0,0
MC8000000465,35,2200,20332,0,247,1800,3733,94.334,94.335,94.335,0,0,A1,C,M,2,3733,3733,13.029,13.029,13.029,247,1800,3733,3733,3733,13.028,13.029,13.029,3733,13.028,0,0,247,1800,0,0,34.75,2260,21132,13.028,0.8,-0.8,L,0,0,0,0
MC8000000466,35,2200,20332,0,247,1800,3733,94.334,94.335,94.335,0,0,A1,C,M,2,3733,3733,13.029,13.029,13.029,247,1800,3733,3733,3733,13.028,13.029,13.029,3733,13.028,0,0,247,1800,0,0,34.75,2260,21132,13.028,0.8,-0.8,L,0,0,0,0
MC8000000467,35,2200,20332,0,247,1800,3733,94.334,94.335,94.335,0,0,A1,C,M,2,3733,3733,13.029,13.029,13.029,247,1800,3733,3733,3733,13.028,13.029,13.029,3733,13.028,0,0,247,1800,0,0,34.75,2260,21132,13.028,0.8,-0.8,L,0,0,0,0
MC8000000468,35,2200,20332,0,247,1800,3733,94.334,94.335,94.335,0,0,A1,C,M,2,3733,3733,13.029,13.029,13.029,247,1800,3733,3733,3733,13.028,13.029,13.029,3733,13.028,0,0,247,1800,0,0,34.75,2260,21132,13.028,0.8,-0.8,L,0,0,0,0
