,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,len_crop,,,,,hcrop,tcrop,d_cut_width_i,
MC8000000748,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000749,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000750,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000751,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000752,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000753,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000754,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000755,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000756,65,2200,10839,0,247,1800,3698,94.294,94.296,94.296,0,0,A1,C,M,1,3698,3698,12.906,12.906,12.906,247,1800,3698,3698,3698,12.903,12.906,12.906,3698,12.903,0,0,247,1800,0,0,64.6,2260,11259,420,12.904,1.1,-1.1,L,0,0,0,0
MC8000000796,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000797,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000798,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000799,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000800,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000801,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000802,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000803,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000804,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000805,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000806,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000807,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000808,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000809,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000810,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000811,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000812,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000813,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000814,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000815,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000816,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000817,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000818,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000819,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000820,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000821,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000822,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000823,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000824,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000825,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000826,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000827,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000828,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000829,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000830,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000831,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000832,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000833,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,420,13.285,0.9,-0.9,L,0,0,0,0
MC8000000839,40,2500,11000,1,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,420,9.122,0.8,-0.8,L,0,0,0,0
MC8000000840,40,2500,11000,1,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,420,9.122,0.8,-0.8,L,0,0,0,0
MC8000000850,50,2430,10200,1,247,1800,3030,94.297,92,92,0,0,A1,C,M,1,3030,3030,10.575,10.575,10.575,247,1800,3030,3030,3030,10.575,10.575,10.575,2957,10.317,1,3030,247,1800,0,0,49.7,2490,10620,420,10.317,0.9,-0.9,L,0,0,0,0
MC8000000851,50,2430,10980,1,247,1800,3220,94.562,93.184,93.184,0,0,A1,C,M,1,3220,3220,11.238,11.238,11.238,247,1800,3220,3220,3220,11.238,11.238,11.238,3174,11.074,1,3220,247,1800,0,0,49.7,2490,11400,420,11.075,0.9,-0.9,L,0,0,0,0
MC8000000852,50,2430,11000,1,247,1800,3220,94.569,93.362,93.362,0,0,A1,C,M,1,3220,3220,11.238,11.238,11.238,247,1800,3220,3220,3220,11.238,11.238,11.238,3179,11.095,1,3220,247,1800,0,0,49.7,2490,11420,420,11.094,0.9,-0.9,L,0,0,0,0
MC8000000853,50,2430,11000,1,247,1800,3220,94.569,93.362,93.362,0,0,A1,C,M,1,3220,3220,11.238,11.238,11.238,247,1800,3220,3220,3220,11.238,11.238,11.238,3179,11.095,1,3220,247,1800,0,0,49.7,2490,11420,420,11.094,0.9,-0.9,L,0,0,0,0
MC8000000864,50,2500,11000,1,247,1800,3269,94.632,94.634,94.634,0,0,A1,C,M,1,3269,3269,11.409,11.409,11.409,247,1800,3269,3269,3269,11.406,11.409,11.409,3269,11.406,0,0,247,1800,0,0,49.7,2560,11420,420,11.406,0.9,-0.9,L,0,0,0,0
MC8000000865,50,2500,11000,1,247,1800,3269,94.632,94.634,94.634,0,0,A1,C,M,1,3269,3269,11.409,11.409,11.409,247,1800,3269,3269,3269,11.406,11.409,11.409,3269,11.406,0,0,247,1800,0,0,49.7,2560,11420,420,11.406,0.9,-0.9,L,0,0,0,0
MC8000000868,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000869,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000870,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000890,60,2270,11000,1,247,1800,3573,94.313,94.314,94.314,0,0,A1,C,M,1,3573,3573,12.47,12.47,12.47,247,1800,3573,3573,3573,12.47,12.47,12.47,3573,12.47,0,0,247,1800,0,0,59.7,2330,11420,420,12.47,0.9,-0.9,L,0,0,0,0
MC8000000891,60,2270,11000,1,247,1800,3573,94.313,94.314,94.314,0,0,A1,C,M,1,3573,3573,12.47,12.47,12.47,247,1800,3573,3573,3573,12.47,12.47,12.47,3573,12.47,0,0,247,1800,0,0,59.7,2330,11420,420,12.47,0.9,-0.9,L,0,0,0,0
MC8000000892,60,2270,11000,1,247,1800,3573,94.313,94.314,94.314,0,0,A1,C,M,1,3573,3573,12.47,12.47,12.47,247,1800,3573,3573,3573,12.47,12.47,12.47,3573,12.47,0,0,247,1800,0,0,59.7,2330,11420,420,12.47,0.9,-0.9,L,0,0,0,0
MC8000000904,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000905,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000932,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000000933,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000000934,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001136,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001137,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001138,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001139,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001140,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001150,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001151,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001152,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001153,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001154,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001157,55,2200,10201,0,247,1800,2954,94.008,94.004,94.004,0,0,A1,C,M,1,2954,2954,10.31,10.31,10.31,247,1800,2954,2954,2954,10.307,10.31,10.31,2954,10.307,0,0,247,1800,0,0,54.7,2260,10621,420,10.307,0.9,-0.9,L,0,0,0,0
MC8000001158,55,2200,10201,0,247,1800,2954,94.008,94.004,94.004,0,0,A1,C,M,1,2954,2954,10.31,10.31,10.31,247,1800,2954,2954,2954,10.307,10.31,10.31,2954,10.307,0,0,247,1800,0,0,54.7,2260,10621,420,10.307,0.9,-0.9,L,0,0,0,0
MC8000001161,55,2200,10201,0,247,1800,2954,94.008,94.004,94.004,0,0,A1,C,M,1,2954,2954,10.31,10.31,10.31,247,1800,2954,2954,2954,10.307,10.31,10.31,2954,10.307,0,0,247,1800,0,0,54.7,2260,10621,420,10.307,0.9,-0.9,L,0,0,0,0
MC8000001162,55,2200,10201,0,247,1800,2954,94.008,94.004,94.004,0,0,A1,C,M,1,2954,2954,10.31,10.31,10.31,247,1800,2954,2954,2954,10.307,10.31,10.31,2954,10.307,0,0,247,1800,0,0,54.7,2260,10621,420,10.307,0.9,-0.9,L,0,0,0,0
MC8000001163,55,2200,10201,0,247,1800,2954,94.008,94.004,94.004,0,0,A1,C,M,1,2954,2954,10.31,10.31,10.31,247,1800,2954,2954,2954,10.307,10.31,10.31,2954,10.307,0,0,247,1800,0,0,54.7,2260,10621,420,10.307,0.9,-0.9,L,0,0,0,0
MC8000001164,55,2200,10350,0,247,1800,2995,94.062,94.059,94.059,0,0,A1,C,M,1,2995,2995,10.453,10.453,10.453,247,1800,2995,2995,2995,10.452,10.453,10.453,2995,10.452,0,0,247,1800,0,0,54.7,2260,10770,420,10.452,0.9,-0.9,L,0,0,0,0
MC8000001165,55,2200,10350,0,247,1800,2995,94.062,94.059,94.059,0,0,A1,C,M,1,2995,2995,10.453,10.453,10.453,247,1800,2995,2995,2995,10.452,10.453,10.453,2995,10.452,0,0,247,1800,0,0,54.7,2260,10770,420,10.452,0.9,-0.9,L,0,0,0,0
MC8000001166,55,2200,10350,0,247,1800,2995,94.062,94.059,94.059,0,0,A1,C,M,1,2995,2995,10.453,10.453,10.453,247,1800,2995,2995,2995,10.452,10.453,10.453,2995,10.452,0,0,247,1800,0,0,54.7,2260,10770,420,10.452,0.9,-0.9,L,0,0,0,0
MC8000001167,55,2200,10350,0,247,1800,2995,94.062,94.059,94.059,0,0,A1,C,M,1,2995,2995,10.453,10.453,10.453,247,1800,2995,2995,2995,10.452,10.453,10.453,2995,10.452,0,0,247,1800,0,0,54.7,2260,10770,420,10.452,0.9,-0.9,L,0,0,0,0
MC8000001168,55,2200,10350,0,247,1800,2995,94.062,94.059,94.059,0,0,A1,C,M,1,2995,2995,10.453,10.453,10.453,247,1800,2995,2995,2995,10.452,10.453,10.453,2995,10.452,0,0,247,1800,0,0,54.7,2260,10770,420,10.452,0.9,-0.9,L,0,0,0,0
MC8000001169,55,2200,10350,0,247,1800,2995,94.062,94.059,94.059,0,0,A1,C,M,1,2995,2995,10.453,10.453,10.453,247,1800,2995,2995,2995,10.452,10.453,10.453,2995,10.452,0,0,247,1800,0,0,54.7,2260,10770,420,10.452,0.9,-0.9,L,0,0,0,0
MC8000001233,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
MC8000001234,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
MC8000001235,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
MC8000001236,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
MC8000001237,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
MC8000001238,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
