,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,len_crop,,,,,hcrop,tcrop,d_cut_width_i,
MC8000003262,90,2600,10800,0,395,2000,3384,94.558,94.557,94.557,0,0,A1,J,M,1,3384,3384,20.986,20.986,20.986,395,2000,3384,3384,3384,20.981,20.986,20.986,3384,20.981,0,0,395,2000,0,0,89.55,2660,11220,420,20.98,1.3,-1.3,L,0,0,0,0
MC8000003263,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,T,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000003264,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,T,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000003265,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,T,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000003325,110,2500,10500,0,395,2000,3875,94.329,94.328,94.328,0,0,A1,C,M,1,3875,3875,24.031,24.031,24.031,395,2000,3875,3875,3875,24.03,24.031,24.031,3875,24.03,0,0,395,2000,0,0,109.5,2560,10920,420,24.03,1.4,-1.4,L,0,0,0,0
MC8000003326,110,2500,10500,0,395,2000,3875,94.329,94.328,94.328,0,0,A1,C,M,1,3875,3875,24.031,24.031,24.031,395,2000,3875,3875,3875,24.03,24.031,24.031,3875,24.03,0,0,395,2000,0,0,109.5,2560,10920,420,24.03,1.4,-1.4,L,0,0,0,0
MC8000003327,110,2500,10500,0,395,2000,3875,94.329,94.328,94.328,0,0,A1,C,M,1,3875,3875,24.031,24.031,24.031,395,2000,3875,3875,3875,24.03,24.031,24.031,3875,24.03,0,0,395,2000,0,0,109.5,2560,10920,420,24.03,1.4,-1.4,L,0,0,0,0
MC8000003328,110,2500,10500,0,395,2000,3875,94.329,94.328,94.328,0,0,A1,C,M,1,3875,3875,24.031,24.031,24.031,395,2000,3875,3875,3875,24.03,24.031,24.031,3875,24.03,0,0,395,2000,0,0,109.5,2560,10920,420,24.03,1.4,-1.4,L,0,0,0,0
MC8000003337,100,2200,10600,0,395,2000,3140,94.011,94.012,94.012,0,0,A1,C,M,1,3140,3140,19.473,19.473,19.473,395,2000,3140,3140,3140,19.472,19.473,19.473,3140,19.472,0,0,395,2000,0,0,99.6,2260,11020,420,19.472,1.1,-1.1,L,0,0,0,0
MC8000003338,100,2200,10600,0,395,2000,3140,94.011,94.012,94.012,0,0,A1,C,M,1,3140,3140,19.473,19.473,19.473,395,2000,3140,3140,3140,19.472,19.473,19.473,3140,19.472,0,0,395,2000,0,0,99.6,2260,11020,420,19.472,1.1,-1.1,L,0,0,0,0
MC8000003361,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003362,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003363,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003364,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003365,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003366,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003367,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003368,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003369,80,2500,10450,0,395,2000,2804,94.355,94.353,94.353,0,0,A1,C,M,1,2804,2804,17.389,17.389,17.389,395,2000,2804,2804,2804,17.389,17.389,17.389,2804,17.389,0,0,395,2000,0,0,79.6,2560,10870,420,17.388,1.1,-1.1,L,0,0,0,0
MC8000003404,70,2600,10300,0,395,2000,2511,94.522,94.521,94.521,0,0,A1,C,M,1,2511,2511,15.572,15.572,15.572,395,2000,2511,2511,2511,15.569,15.572,15.572,2511,15.569,0,0,395,2000,0,0,69.55,2660,10720,420,15.568,1.3,-1.3,L,0,0,0,0
MC8000003405,70,2600,10300,0,395,2000,2511,94.522,94.521,94.521,0,0,A1,C,M,1,2511,2511,15.572,15.572,15.572,395,2000,2511,2511,2511,15.569,15.572,15.572,2511,15.569,0,0,395,2000,0,0,69.55,2660,10720,420,15.568,1.3,-1.3,L,0,0,0,0
MC8000003406,70,2600,10300,0,395,2000,2511,94.522,94.521,94.521,0,0,A1,C,M,1,2511,2511,15.572,15.572,15.572,395,2000,2511,2511,2511,15.569,15.572,15.572,2511,15.569,0,0,395,2000,0,0,69.55,2660,10720,420,15.568,1.3,-1.3,L,0,0,0,0
MC8000003407,70,2600,10300,0,395,2000,2511,94.522,94.521,94.521,0,0,A1,C,M,1,2511,2511,15.572,15.572,15.572,395,2000,2511,2511,2511,15.569,15.572,15.572,2511,15.569,0,0,395,2000,0,0,69.55,2660,10720,420,15.568,1.3,-1.3,L,0,0,0,0
MC8000003677,55,2700,10500,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,0,395,2000,0,0,54.65,2780,10920,420,13.023,1.1,-1.1,L,0,0,0,0
MC8000003678,55,2700,10500,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,0,395,2000,0,0,54.65,2780,10920,420,13.023,1.1,-1.1,L,0,0,0,0
MC8000003679,55,2700,10500,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,0,395,2000,0,0,54.65,2780,10920,420,13.023,1.1,-1.1,L,0,0,0,0
MC8000003680,55,2700,10500,0,395,2000,2101,93.985,93.988,93.988,0,0,A1,J,M,1,2101,2101,13.029,13.029,13.029,395,2000,2101,2101,2101,13.023,13.029,13.029,2101,13.023,0,0,395,2000,0,0,54.65,2780,10920,420,13.023,1.1,-1.1,L,0,0,0,0
MC8000003863,80,2600,10300,0,395,2000,2872,94.446,94.446,94.446,0,0,A1,T,M,1,2872,2872,17.811,17.811,17.811,395,2000,2872,2872,2872,17.807,17.811,17.811,2872,17.807,0,0,395,2000,0,0,79.55,2660,10720,420,17.807,1.3,-1.3,L,0,0,0,0
MC8000003864,80,2600,10300,0,395,2000,2872,94.446,94.446,94.446,0,0,A1,T,M,1,2872,2872,17.811,17.811,17.811,395,2000,2872,2872,2872,17.807,17.811,17.811,2872,17.807,0,0,395,2000,0,0,79.55,2660,10720,420,17.807,1.3,-1.3,L,0,0,0,0
MC8000003865,80,2600,10300,0,395,2000,2872,94.446,94.446,94.446,0,0,A1,T,M,1,2872,2872,17.811,17.811,17.811,395,2000,2872,2872,2872,17.807,17.811,17.811,2872,17.807,0,0,395,2000,0,0,79.55,2660,10720,420,17.807,1.3,-1.3,L,0,0,0,0
MC8000003929,120,2200,11000,0,395,2000,3905,94.157,94.156,94.156,0,0,A1,C,M,1,3905,3905,24.217,24.217,24.217,395,2000,3905,3905,3905,24.211,24.217,24.217,3905,24.211,0,0,395,2000,0,0,119.5,2260,11420,420,24.211,1.4,-1.4,L,0,0,0,0
MC8000003961,120,2200,10803,0,395,2000,3882,93.005,93.004,93.004,0,0,A1,T,M,1,3882,3882,24.074,24.074,24.074,395,2000,3882,3882,3882,24.072,24.074,24.074,3882,24.072,0,0,395,2000,0,0,120.9,2260,11223,420,24.072,2.8,0,L,0,0,0,0
MC8000003966,110,2100,10160,1,395,2000,3250,93.789,91.412,91.412,0,0,A1,C,M,2,3250,3250,20.155,20.155,20.155,395,2000,3250,3250,3250,20.155,20.155,20.155,3168,19.644,1,3250,395,2000,0,0,109.5,2160,10580,420,19.644,1.4,-1.4,L,0,0,0,0
MC8000003985,120,2200,10899,0,395,2000,3870,94.125,94.124,94.124,0,0,A1,C,M,1,3870,3870,24,24,24,395,2000,3870,3870,3870,23.997,24,24,3870,23.997,0,0,395,2000,0,0,119.5,2260,11319,420,23.997,1.4,-1.4,L,0,0,0,0
MC8000003986,110,2200,10300,0,395,2000,3359,93.958,93.959,93.959,0,0,A1,C,M,1,3359,3359,20.831,20.831,20.831,395,2000,3359,3359,3359,20.825,20.831,20.831,3359,20.825,0,0,395,2000,0,0,109.5,2260,10720,420,20.825,1.4,-1.4,L,0,0,0,0
MC8000003987,110,2200,10300,0,395,2000,3359,93.958,93.959,93.959,0,0,A1,C,M,1,3359,3359,20.831,20.831,20.831,395,2000,3359,3359,3359,20.825,20.831,20.831,3359,20.825,0,0,395,2000,0,0,109.5,2260,10720,420,20.825,1.4,-1.4,L,0,0,0,0
MC8000003988,110,2200,10300,0,395,2000,3359,93.958,93.959,93.959,0,0,A1,C,M,1,3359,3359,20.831,20.831,20.831,395,2000,3359,3359,3359,20.825,20.831,20.831,3359,20.825,0,0,395,2000,0,0,109.5,2260,10720,420,20.825,1.4,-1.4,L,0,0,0,0
MC8000003989,110,2200,10300,0,395,2000,3359,93.958,93.959,93.959,0,0,A1,C,M,1,3359,3359,20.831,20.831,20.831,395,2000,3359,3359,3359,20.825,20.831,20.831,3359,20.825,0,0,395,2000,0,0,109.5,2260,10720,420,20.825,1.4,-1.4,L,0,0,0,0
MC8000004000,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,C,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000004001,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,C,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000004002,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,C,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000004003,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,C,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000004006,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,C,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000004007,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,C,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000004008,90,2200,10550,0,395,2000,2812,94.036,94.036,94.036,0,0,A1,C,M,1,2812,2812,17.439,17.439,17.439,395,2000,2812,2812,2812,17.438,17.439,17.439,2812,17.438,0,0,395,2000,0,0,89.6,2260,10970,420,17.438,1.1,-1.1,L,0,0,0,0
MC8000004079,80,2600,10100,0,395,2000,2818,94.373,94.374,94.374,0,0,A1,C,M,1,2818,2818,17.476,17.476,17.476,395,2000,2818,2818,2818,17.474,17.476,17.476,2818,17.474,0,0,395,2000,0,0,79.55,2660,10520,420,17.475,1.3,-1.3,L,0,0,0,0
MC8000004080,80,2600,10100,0,395,2000,2818,94.373,94.374,94.374,0,0,A1,C,M,1,2818,2818,17.476,17.476,17.476,395,2000,2818,2818,2818,17.474,17.476,17.476,2818,17.474,0,0,395,2000,0,0,79.55,2660,10520,420,17.475,1.3,-1.3,L,0,0,0,0
MC8000004081,80,2600,10100,0,395,2000,2818,94.373,94.374,94.374,0,0,A1,C,M,1,2818,2818,17.476,17.476,17.476,395,2000,2818,2818,2818,17.474,17.476,17.476,2818,17.474,0,0,395,2000,0,0,79.55,2660,10520,420,17.475,1.3,-1.3,L,0,0,0,0
MC8000004099,70,2500,10300,0,395,2000,2418,94.369,94.371,94.371,0,0,A1,C,M,1,2418,2418,14.995,14.995,14.995,395,2000,2418,2418,2418,14.994,14.995,14.995,2418,14.994,0,0,395,2000,0,0,69.6,2560,10720,420,14.994,1.1,-1.1,L,0,0,0,0
MC8000004100,70,2500,10300,0,395,2000,2418,94.369,94.371,94.371,0,0,A1,C,M,1,2418,2418,14.995,14.995,14.995,395,2000,2418,2418,2418,14.994,14.995,14.995,2418,14.994,0,0,395,2000,0,0,69.6,2560,10720,420,14.994,1.1,-1.1,L,0,0,0,0
MC8000004101,70,2500,10300,0,395,2000,2418,94.369,94.371,94.371,0,0,A1,C,M,1,2418,2418,14.995,14.995,14.995,395,2000,2418,2418,2418,14.994,14.995,14.995,2418,14.994,0,0,395,2000,0,0,69.6,2560,10720,420,14.994,1.1,-1.1,L,0,0,0,0
MC8000004102,70,2500,10300,0,395,2000,2418,94.369,94.371,94.371,0,0,A1,C,M,1,2418,2418,14.995,14.995,14.995,395,2000,2418,2418,2418,14.994,14.995,14.995,2418,14.994,0,0,395,2000,0,0,69.6,2560,10720,420,14.994,1.1,-1.1,L,0,0,0,0
MC8000004103,70,2500,10300,0,395,2000,2418,94.369,94.371,94.371,0,0,A1,C,M,1,2418,2418,14.995,14.995,14.995,395,2000,2418,2418,2418,14.994,14.995,14.995,2418,14.994,0,0,395,2000,0,0,69.6,2560,10720,420,14.994,1.1,-1.1,L,0,0,0,0
MC8000004104,70,2500,10300,0,395,2000,2418,94.369,94.371,94.371,0,0,A1,C,M,1,2418,2418,14.995,14.995,14.995,395,2000,2418,2418,2418,14.994,14.995,14.995,2418,14.994,0,0,395,2000,0,0,69.6,2560,10720,420,14.994,1.1,-1.1,L,0,0,0,0
MC8000004105,70,2500,10300,0,395,2000,2418,94.369,94.371,94.371,0,0,A1,C,M,1,2418,2418,14.995,14.995,14.995,395,2000,2418,2418,2418,14.994,14.995,14.995,2418,14.994,0,0,395,2000,0,0,69.6,2560,10720,420,14.994,1.1,-1.1,L,0,0,0,0
MC8000004462,100,2600,10262,0,395,2000,3581,94.326,94.326,94.326,0,0,A1,C,M,1,3581,3581,22.208,22.208,22.208,395,2000,3581,3581,3581,22.205,22.208,22.208,3581,22.205,0,0,395,2000,0,0,99.55,2660,10682,420,22.205,1.3,-1.3,L,0,0,0,0
MC8000004463,100,2600,10262,0,395,2000,3581,94.326,94.326,94.326,0,0,A1,C,M,1,3581,3581,22.208,22.208,22.208,395,2000,3581,3581,3581,22.205,22.208,22.208,3581,22.205,0,0,395,2000,0,0,99.55,2660,10682,420,22.205,1.3,-1.3,L,0,0,0,0
MC8000004464,100,2600,10262,0,395,2000,3581,94.326,94.326,94.326,0,0,A1,C,M,1,3581,3581,22.208,22.208,22.208,395,2000,3581,3581,3581,22.205,22.208,22.208,3581,22.205,0,0,395,2000,0,0,99.55,2660,10682,420,22.205,1.3,-1.3,L,0,0,0,0
MC8000004465,100,2600,10262,0,395,2000,3581,94.326,94.326,94.326,0,0,A1,C,M,1,3581,3581,22.208,22.208,22.208,395,2000,3581,3581,3581,22.205,22.208,22.208,3581,22.205,0,0,395,2000,0,0,99.55,2660,10682,420,22.205,1.3,-1.3,L,0,0,0,0
MC8000004466,100,2600,10262,0,395,2000,3581,94.326,94.326,94.326,0,0,A1,C,M,1,3581,3581,22.208,22.208,22.208,395,2000,3581,3581,3581,22.205,22.208,22.208,3581,22.205,0,0,395,2000,0,0,99.55,2660,10682,420,22.205,1.3,-1.3,L,0,0,0,0
MC8000004467,100,2600,10262,0,395,2000,3581,94.326,94.326,94.326,0,0,A1,C,M,1,3581,3581,22.208,22.208,22.208,395,2000,3581,3581,3581,22.205,22.208,22.208,3581,22.205,0,0,395,2000,0,0,99.55,2660,10682,420,22.205,1.3,-1.3,L,0,0,0,0
MC8000004468,100,2600,10262,0,395,2000,3581,94.326,94.326,94.326,0,0,A1,C,M,1,3581,3581,22.208,22.208,22.208,395,2000,3581,3581,3581,22.205,22.208,22.208,3581,22.205,0,0,395,2000,0,0,99.55,2660,10682,420,22.205,1.3,-1.3,L,0,0,0,0
MC8000004601,110,2600,10884,0,395,2200,3788,94.586,94.585,94.585,0,0,A1,C,M,1,3788,3788,25.84,25.84,25.84,395,2200,3788,3788,3788,25.835,25.84,25.84,3788,25.835,0,0,395,2200,0,0,109.45,2660,11304,420,25.834,1.6,-1.6,L,0,0,0,0
MC8000004602,110,2600,10884,0,395,2200,3788,94.586,94.585,94.585,0,0,A1,C,M,1,3788,3788,25.84,25.84,25.84,395,2200,3788,3788,3788,25.835,25.84,25.84,3788,25.835,0,0,395,2200,0,0,109.45,2660,11304,420,25.834,1.6,-1.6,L,0,0,0,0
MC8000004825,75,3000,10400,0,395,2000,3145,94.187,94.186,94.186,0,0,A1,C,M,1,3145,3145,19.504,19.504,19.504,395,2000,3145,3145,3145,19.503,19.504,19.504,3145,19.503,0,0,395,2000,0,0,74.55,3080,10820,420,19.503,1.3,-1.3,L,0,0,0,0
MC8000004826,75,3000,10400,0,395,2000,3145,94.187,94.186,94.186,0,0,A1,C,M,1,3145,3145,19.504,19.504,19.504,395,2000,3145,3145,3145,19.503,19.504,19.504,3145,19.503,0,0,395,2000,0,0,74.55,3080,10820,420,19.503,1.3,-1.3,L,0,0,0,0
MC8000004827,75,3000,10400,0,395,2000,3145,94.187,94.186,94.186,0,0,A1,C,M,1,3145,3145,19.504,19.504,19.504,395,2000,3145,3145,3145,19.503,19.504,19.504,3145,19.503,0,0,395,2000,0,0,74.55,3080,10820,420,19.503,1.3,-1.3,L,0,0,0,0
MC8000005562,100,2600,10300,0,395,2200,3267,94.339,94.341,94.341,0,0,A1,C,M,1,3267,3267,22.286,22.286,22.286,395,2200,3267,3267,3267,22.283,22.286,22.286,3267,22.283,0,0,395,2200,0,0,99.55,2660,10720,420,22.284,1.3,-1.3,L,0,0,0,0
MC8000005563,100,2600,10300,0,395,2200,3267,94.339,94.341,94.341,0,0,A1,C,M,1,3267,3267,22.286,22.286,22.286,395,2200,3267,3267,3267,22.283,22.286,22.286,3267,22.283,0,0,395,2200,0,0,99.55,2660,10720,420,22.284,1.3,-1.3,L,0,0,0,0
MC8000005564,100,2600,10300,0,395,2200,3267,94.339,94.341,94.341,0,0,A1,C,M,1,3267,3267,22.286,22.286,22.286,395,2200,3267,3267,3267,22.283,22.286,22.286,3267,22.283,0,0,395,2200,0,0,99.55,2660,10720,420,22.284,1.3,-1.3,L,0,0,0,0
MC8000006229,110,2600,10884,0,395,2200,3788,94.586,94.585,94.585,0,0,A1,C,M,1,3788,3788,25.84,25.84,25.84,395,2200,3788,3788,3788,25.835,25.84,25.84,3788,25.835,0,0,395,2200,0,0,109.45,2660,11304,420,25.834,1.6,-1.6,L,0,0,0,0
MC8000006230,110,2600,10884,0,395,2200,3788,94.586,94.585,94.585,0,0,A1,C,M,1,3788,3788,25.84,25.84,25.84,395,2200,3788,3788,3788,25.835,25.84,25.84,3788,25.835,0,0,395,2200,0,0,109.45,2660,11304,420,25.834,1.6,-1.6,L,0,0,0,0
MC8000006231,110,2600,10884,0,395,2200,3788,94.586,94.585,94.585,0,0,A1,C,M,1,3788,3788,25.84,25.84,25.84,395,2200,3788,3788,3788,25.835,25.84,25.84,3788,25.835,0,0,395,2200,0,0,109.45,2660,11304,420,25.834,1.6,-1.6,L,0,0,0,0
MC8000006232,110,2600,10884,0,395,2200,3788,94.586,94.585,94.585,0,0,A1,C,M,1,3788,3788,25.84,25.84,25.84,395,2200,3788,3788,3788,25.835,25.84,25.84,3788,25.835,0,0,395,2200,0,0,109.45,2660,11304,420,25.834,1.6,-1.6,L,0,0,0,0
MC8000006512,65,2600,10525,0,395,1800,2644,94.649,94.652,94.652,0,0,A1,C,M,1,2644,2644,14.757,14.757,14.757,395,1800,2644,2644,2644,14.752,14.757,14.757,2644,14.752,0,0,395,1800,0,0,64.55,2660,10945,420,14.752,1.3,-1.3,L,0,0,0,0
MC8000006513,65,2600,10525,0,395,1800,2644,94.649,94.652,94.652,0,0,A1,C,M,1,2644,2644,14.757,14.757,14.757,395,1800,2644,2644,2644,14.752,14.757,14.757,2644,14.752,0,0,395,1800,0,0,64.55,2660,10945,420,14.752,1.3,-1.3,L,0,0,0,0
MC8000006514,65,2600,10525,0,395,1800,2644,94.649,94.652,94.652,0,0,A1,C,M,1,2644,2644,14.757,14.757,14.757,395,1800,2644,2644,2644,14.752,14.757,14.757,2644,14.752,0,0,395,1800,0,0,64.55,2660,10945,420,14.752,1.3,-1.3,L,0,0,0,0
MC8000006515,65,2600,10525,0,395,1800,2644,94.649,94.652,94.652,0,0,A1,C,M,1,2644,2644,14.757,14.757,14.757,395,1800,2644,2644,2644,14.752,14.757,14.757,2644,14.752,0,0,395,1800,0,0,64.55,2660,10945,420,14.752,1.3,-1.3,L,0,0,0,0
MC8000006516,65,2600,10525,0,395,1800,2644,94.649,94.652,94.652,0,0,A1,C,M,1,2644,2644,14.757,14.757,14.757,395,1800,2644,2644,2644,14.752,14.757,14.757,2644,14.752,0,0,395,1800,0,0,64.55,2660,10945,420,14.752,1.3,-1.3,L,0,0,0,0
MC8000006517,65,2600,10525,0,395,1800,2644,94.649,94.652,94.652,0,0,A1,C,M,1,2644,2644,14.757,14.757,14.757,395,1800,2644,2644,2644,14.752,14.757,14.757,2644,14.752,0,0,395,1800,0,0,64.55,2660,10945,420,14.752,1.3,-1.3,L,0,0,0,0
MC8000006518,65,2600,10525,0,395,1800,2644,94.649,94.652,94.652,0,0,A1,C,M,1,2644,2644,14.757,14.757,14.757,395,1800,2644,2644,2644,14.752,14.757,14.757,2644,14.752,0,0,395,1800,0,0,64.55,2660,10945,420,14.752,1.3,-1.3,L,0,0,0,0
MC8000006727,80,2600,10762,0,395,1800,3328,94.605,94.605,94.605,0,0,A1,C,M,1,3328,3328,18.575,18.575,18.575,395,1800,3328,3328,3328,18.574,18.575,18.575,3328,18.574,0,0,395,1800,0,0,79.55,2660,11182,420,18.574,1.3,-1.3,L,0,0,0,0
MC8000006728,80,2600,10762,0,395,1800,3328,94.605,94.605,94.605,0,0,A1,C,M,1,3328,3328,18.575,18.575,18.575,395,1800,3328,3328,3328,18.574,18.575,18.575,3328,18.574,0,0,395,1800,0,0,79.55,2660,11182,420,18.574,1.3,-1.3,L,0,0,0,0
MC8000006729,80,2600,10762,0,395,1800,3328,94.605,94.605,94.605,0,0,A1,C,M,1,3328,3328,18.575,18.575,18.575,395,1800,3328,3328,3328,18.574,18.575,18.575,3328,18.574,0,0,395,1800,0,0,79.55,2660,11182,420,18.574,1.3,-1.3,L,0,0,0,0
MC8000007091,75,2600,10642,0,395,1800,3086,94.601,94.599,94.599,0,0,A1,C,M,1,3086,3086,17.224,17.224,17.224,395,1800,3086,3086,3086,17.22,17.224,17.224,3086,17.22,0,0,395,1800,0,0,74.55,2660,11062,420,17.22,1.3,-1.3,L,0,0,0,0
MC8000007092,75,2600,10642,0,395,1800,3086,94.601,94.599,94.599,0,0,A1,C,M,1,3086,3086,17.224,17.224,17.224,395,1800,3086,3086,3086,17.22,17.224,17.224,3086,17.22,0,0,395,1800,0,0,74.55,2660,11062,420,17.22,1.3,-1.3,L,0,0,0,0
MC8000007093,75,2600,10642,0,395,1800,3086,94.601,94.599,94.599,0,0,A1,C,M,1,3086,3086,17.224,17.224,17.224,395,1800,3086,3086,3086,17.22,17.224,17.224,3086,17.22,0,0,395,1800,0,0,74.55,2660,11062,420,17.22,1.3,-1.3,L,0,0,0,0
MC8000008154,55,2700,11000,0,395,1800,2441,94.15,94.148,94.148,0,0,A1,T,M,1,2441,2441,13.624,13.624,13.624,395,1800,2441,2441,2441,13.62,13.624,13.624,2441,13.62,0,0,395,1800,0,0,54.65,2780,11420,420,13.62,1.1,-1.1,L,0,0,0,0
MC8000008155,55,2700,11000,0,395,1800,2441,94.15,94.148,94.148,0,0,A1,T,M,1,2441,2441,13.624,13.624,13.624,395,1800,2441,2441,2441,13.62,13.624,13.624,2441,13.62,0,0,395,1800,0,0,54.65,2780,11420,420,13.62,1.1,-1.1,L,0,0,0,0
